height;avgdepth
94;0,838198
46;0,196864
217;0,551908
76;0,885864
152;0,719456
32;0,823411
68;0,000000
184;0,858983
82;0,764019
268;0,558862
181;0,141270
48;0,732753
107;0,280002
55;0,874070
257;0,472279
275;0,355069
75;0,275599
255;0,329604
88;0,301601
34;0,907547
180;0,800932
61;0,000000
60;0,110565
147;0,790170
83;0,409076
259;0,765807
199;0,139087
264;0,529692
69;0,753803
34;0,934815
234;0,681467
228;0,565403
112;0,083183
271;0,299437
262;0,723062
140;0,829111
183;0,270726
232;0,645610
251;0,396029
175;0,173064
127;0,833467
127;0,118776
47;0,936504
131;0,882374
213;0,426993
187;0,619142
89;0,678282
137;0,000000
269;0,511062
186;0,221449
193;0,108448
39;0,000000
196;0,397063
163;0,120990
280;0,607927
153;0,000000
47;0,875786
69;0,457135
251;0,653369
106;0,878703
155;0,142709
54;0,000000
131;0,268377
157;0,584240
81;0,886933
35;0,000000
103;0,109628
176;0,783835
109;0,583532
50;0,873990
67;0,855215
174;0,839744
184;0,604287
269;0,708776
267;0,442155
268;0,384261
142;0,657872
193;0,361541
229;0,625172
198;0,155221
254;0,303207
285;0,370845
211;0,384686
102;0,242722
128;0,679780
37;0,000000
282;0,577983
166;0,470016
175;0,385774
110;0,756300
102;0,370965
275;0,479772
56;0,000000
180;0,721907
268;0,813519
142;0,105408
141;0,024011
191;0,868652
272;0,736856
212;0,584849
284;0,512428
146;0,089114
212;0,140420
75;0,000000
277;0,589434
179;0,350063
96;0,229574
174;0,028508
173;0,628553
98;0,011435
136;0,774729
164;0,867141
208;0,743331
133;0,900738
43;0,873022
45;0,611193
242;0,574005
284;0,701920
278;0,485626
241;0,747829
211;0,522208
41;0,878157
142;0,839414
157;0,181741
209;0,637131
119;0,087335
219;0,841188
153;0,850656
74;0,556513
241;0,282357
67;0,700251
99;0,863487
87;0,802236
171;0,128341
42;0,924318
44;0,849902
194;0,218524
163;0,024463
268;0,516441
157;0,218584
140;0,315876
258;0,340764
239;0,482182
158;0,701842
138;0,872238
269;0,588797
274;0,300063
132;0,352845
141;0,430598
187;0,274806
129;0,689477
191;0,534460
238;0,827464
182;0,714815
141;0,875207
79;0,065942
199;0,643481
286;0,673536
110;0,000000
256;0,416030
84;0,840037
184;0,775747
277;0,483743
192;0,508206
274;0,555331
265;0,724440
217;0,423038
109;0,616949
159;0,895039
249;0,392365
60;0,000000
102;0,750001
234;0,699771
82;0,000000
49;0,868187
195;0,198429
98;0,668660
276;0,500631
270;0,656178
222;0,448921
187;0,711482
159;0,132344
282;0,586143
204;0,616764
104;0,896177
78;0,079710
65;0,235461
260;0,481711
263;0,605580
179;0,034318
37;0,000000
172;0,734570
172;0,827649
141;0,690524
143;0,787078
156;0,408815
216;0,804528
220;0,775423
193;0,659453
258;0,361878
232;0,819711
270;0,795158
175;0,345319
71;0,867969
218;0,472623
53;0,000000
159;0,367604
63;0,864446
181;0,595022
288;0,477904
118;0,767422
182;0,522578
159;0,945889
282;0,509186
183;0,072040
212;0,531611
251;0,561185
223;0,839036
170;0,500562
121;0,056051
116;0,909906
198;0,241416
287;0,453373
193;0,856793
236;0,430707
264;0,468730
184;0,926415
152;0,838026
270;0,428806
92;0,878510
74;0,904605
167;0,184223
106;0,315902
182;0,569059
196;0,481625
137;0,830408
240;0,430270
158;0,753592
271;0,848139
221;0,697542
164;0,219321
34;0,602380
66;0,882867
149;0,847755
221;0,564934
146;0,813851
77;0,407987
46;0,000000
272;0,567280
210;0,375068
211;0,819846
152;0,571172
157;0,122372
181;0,020191
284;0,646643
128;0,865141
153;0,869857
101;0,796831
172;0,825059
131;0,000000
110;0,840179
127;0,563818
107;0,087288
216;0,166872
81;0,817991
81;0,895784
68;0,552881
92;0,912633
197;0,673096
204;0,230238
157;0,477006
255;0,575783
115;0,057901
103;0,348087
202;0,273260
208;0,644708
234;0,759374
175;0,858828
83;0,790228
222;0,243552
180;0,234495
58;0,881613
106;0,845377
150;0,853124
70;0,875356
227;0,219449
101;0,813355
124;0,476955
234;0,383800
58;0,911131
101;0,217527
98;0,702987
274;0,510758
213;0,490298
225;0,288289
200;0,704154
283;0,457623
68;0,093705
253;0,308076
64;0,586352
166;0,220590
265;0,484883
42;0,893870
97;0,866588
147;0,694943
281;0,692449
44;0,000000
199;0,095518
276;0,503839
272;0,501466
207;0,256107
73;0,801647
102;0,883944
72;0,116002
113;0,840579
103;0,000000
136;0,929249
118;0,000000
112;0,020278
100;0,035033
142;0,867318
185;0,406753
135;0,407381
75;0,925624
147;0,883306
283;0,477263
275;0,611355
157;0,849724
272;0,583079
200;0,219049
100;0,525932
36;0,000000
258;0,708054
217;0,335680
171;0,192251
115;0,530435
186;0,172066
113;0,000000
91;0,212704
85;0,789529
131;0,775606
282;0,555412
210;0,513060
227;0,402902
40;0,000000
203;0,567895
192;0,037524
119;0,046071
274;0,466212
162;0,591399
69;0,367279
139;0,845524
85;0,495242
146;0,282919
129;0,876867
46;0,734440
83;0,938036
188;0,620024
113;0,864170
259;0,432818
156;0,267250
76;0,640639
116;0,686509
152;0,244583
251;0,556711
155;0,213046
74;0,232039
127;0,646497
218;0,424394
126;0,948231
199;0,662757
41;0,000000
39;0,126095
69;0,910998
239;0,512302
218;0,596399
103;0,898645
163;0,807174
73;0,856784
147;0,706590
252;0,465576
37;0,879593
196;0,349776
170;0,772660
171;0,809325
257;0,756213
255;0,530390
33;0,894825
105;0,885412
209;0,567550
214;0,278109
211;0,316969
54;0,000000
45;0,000000
95;0,000000
156;0,842555
93;0,364603
152;0,856366
151;0,465042
105;0,000000
125;0,594742
139;0,886602
247;0,660970
38;0,000000
36;0,398858
141;0,872053
179;0,609436
70;0,226556
90;0,000000
155;0,868338
75;0,897327
110;0,774719
162;0,643516
90;0,608793
139;0,058823
64;0,872441
230;0,649466
38;0,673789
164;0,905217
85;0,897744
164;0,564890
61;0,000000
152;0,682908
283;0,384901
48;0,909833
173;0,014089
77;0,000000
287;0,245030
148;0,833487
241;0,844184
60;0,000000
81;0,943232
131;0,746232
120;0,000000
270;0,580769
61;0,918202
118;0,491806
286;0,321704
94;0,011790
265;0,446810
264;0,309843
231;0,874209
180;0,345037
59;0,053663
150;0,654151
286;0,512664
283;0,423214
118;0,197005
184;0,680612
204;0,301121
48;0,626995
275;0,328423
168;0,799623
70;0,000000
32;0,862711
171;0,372095
189;0,310212
235;0,593493
117;0,000000
236;0,419810
35;0,908957
131;0,538326
146;0,131357
173;0,538434
120;0,383732
260;0,591998
41;0,000000
190;0,226321
150;0,100659
193;0,851039
60;0,847722
57;0,000000
129;0,804344
209;0,634923
114;0,371561
80;0,304679
59;0,281941
245;0,557196
267;0,443224
211;0,682752
141;0,723731
133;0,035555
200;0,495452
285;0,552281
96;0,717588
83;0,099673
151;0,442663
171;0,324500
186;0,608245
252;0,349245
104;0,862164
265;0,740474
250;0,495486
91;0,877380
109;0,481924
242;0,582451
43;0,818999
204;0,462956
201;0,754021
57;0,901173
195;0,153991
202;0,281098
108;0,747642
177;0,542728
51;0,465567
56;0,953398
106;0,724595
267;0,461199
208;0,635712
119;0,000000
45;0,030914
144;0,041680
205;0,693308
83;0,628997
196;0,364942
280;0,693145
114;0,667400
40;0,895814
75;0,895865
86;0,614934
147;0,062180
203;0,424379
288;0,574451
39;0,882109
144;0,372400
214;0,556718
151;0,501147
176;0,641082
191;0,561357
163;0,594976
88;0,620005
115;0,865919
144;0,579777
139;0,892872
178;0,108359
210;0,213680
198;0,391523
65;0,000000
40;0,000000
247;0,534861
35;0,808938
164;0,362552
233;0,681906
222;0,725886
151;0,232287
207;0,328323
109;0,355193
113;0,836904
88;0,631309
234;0,559756
116;0,000000
236;0,248331
269;0,279427
231;0,286184
60;0,847144
133;0,164536
229;0,213663
219;0,329294
199;0,608197
204;0,837640
77;0,000000
186;0,542224
204;0,815505
54;0,000000
201;0,706341
197;0,887425
115;0,126204
193;0,111683
213;0,717450
281;0,637304
43;0,000000
102;0,695454
199;0,339952
207;0,654316
232;0,738622
124;0,853490
221;0,175123
107;0,000000
225;0,381440
166;0,846213
51;0,808443
87;0,805340
100;0,000000
204;0,548273
143;0,796727
158;0,617977
33;0,098592
229;0,377801
97;0,000000
139;0,000000
117;0,380524
61;0,000000
48;0,627457
235;0,756437
236;0,635961
69;0,000000
49;0,342902
132;0,165644
198;0,825521
123;0,000000
270;0,349810
124;0,792629
282;0,717741
55;0,836087
138;0,869319
202;0,838562
85;0,223199
141;0,836443
51;0,585448
238;0,888212
77;0,873955
192;0,698074
221;0,646406
202;0,236597
240;0,720447
201;0,203175
203;0,359534
279;0,457277
221;0,429902
80;0,552884
199;0,841382
147;0,799957
202;0,809143
80;0,721739
103;0,869135
126;0,139211
148;0,180355
81;0,888023
179;0,063870
138;0,322055
124;0,817009
235;0,692974
107;0,338114
221;0,325226
108;0,000000
162;0,831025
115;0,856301
175;0,034933
221;0,756833
145;0,364871
190;0,322925
117;0,887595
136;0,802153
275;0,280405
283;0,787728
209;0,198688
90;0,760370
237;0,657510
260;0,674041
206;0,518835
35;0,000000
182;0,248767
110;0,859882
251;0,717636
208;0,801493
237;0,154735
224;0,341513
56;0,829473
154;0,514069
218;0,299072
39;0,841430
173;0,516705
51;0,895908
212;0,237243
272;0,685446
138;0,872702
271;0,536480
237;0,369781
40;0,191315
169;0,147483
154;0,882641
81;0,600358
104;0,000000
208;0,507916
65;0,211107
209;0,686176
156;0,272774
118;0,752504
206;0,373768
80;0,713213
79;0,010111
54;0,333646
270;0,370760
43;0,665746
239;0,440220
72;0,900932
91;0,000000
258;0,452932
194;0,378369
252;0,609177
120;0,755975
143;0,148258
70;0,842011
138;0,823450
74;0,702814
219;0,791434
58;0,255206
36;0,958120
87;0,828292
242;0,548772
151;0,145925
269;0,386508
267;0,499530
158;0,778665
183;0,754697
67;0,554093
62;0,839779
159;0,680010
241;0,206540
223;0,482768
111;0,677419
78;0,000000
269;0,520589
151;0,589780
235;0,545637
243;0,965120
34;0,000000
266;0,342703
56;0,831316
267;0,522001
156;0,126124
43;0,908673
82;0,316785
151;0,407993
58;0,807421
256;0,733741
153;0,489489
61;0,893737
162;0,143625
141;0,209140
76;0,860906
110;0,814645
73;0,785219
64;0,891292
54;0,102413
46;0,853564
157;0,934755
181;0,763065
219;0,222070
147;0,520432
250;0,372781
141;0,664025
72;0,000000
175;0,725612
70;0,353515
282;0,682173
219;0,573239
176;0,626077
65;0,420053
120;0,818768
110;0,848424
245;0,502496
92;0,765435
105;0,427153
197;0,345517
33;0,851226
49;0,872397
42;0,919079
230;0,922243
95;0,000000
47;0,420779
98;0,885655
65;0,758572
286;0,583338
65;0,935833
166;0,150231
263;0,463610
133;0,000000
33;0,000000
174;0,347384
253;0,470942
170;0,537565
119;0,837848
283;0,616428
143;0,314551
61;0,101869
232;0,544134
210;0,800319
203;0,463824
194;0,881710
136;0,764453
246;0,428738
114;0,895605
174;0,373205
166;0,852988
266;0,629142
50;0,913081
226;0,684421
188;0,515696
230;0,397292
253;0,318194
259;0,716338
235;0,763885
60;0,000000
47;0,899534
127;0,562282
215;0,417820
185;0,564429
77;0,782838
229;0,407242
73;0,900089
218;0,355240
99;0,194621
117;0,259047
240;0,725803
101;0,911917
193;0,368199
250;0,565104
200;0,942517
134;0,292817
228;0,592865
223;0,791004
108;0,654459
187;0,825359
280;0,551565
125;0,101753
102;0,199439
248;0,411061
189;0,199160
226;0,610697
102;0,912488
180;0,580129
262;0,562006
278;0,335259
64;0,898024
115;0,831259
171;0,881363
161;0,091145
197;0,340507
84;0,773842
266;0,294572
160;0,315571
47;0,000000
192;0,340190
107;0,794676
88;0,860061
282;0,513640
228;0,463496
36;0,616999
237;0,437670
268;0,265270
287;0,665142
275;0,458477
60;0,150853
36;0,000000
84;0,157915
100;0,020385
196;0,622466
188;0,312197
200;0,376230
44;0,895088
263;0,735256
233;0,208616
68;0,863988
183;0,144451
122;0,788239
103;0,897855
256;0,680523
79;0,915868
136;0,854008
42;0,519189
33;0,838716
50;0,461026
202;0,173209
245;0,427779
284;0,355862
77;0,000000
165;0,736511
146;0,460447
175;0,759380
287;0,335469
256;0,506311
41;0,000000
211;0,763199
49;0,838099
43;0,537143
61;0,449323
143;0,207530
148;0,830028
246;0,686176
280;0,555529
165;0,335811
210;0,302672
246;0,293257
213;0,618145
178;0,795793
235;0,365221
68;0,897845
99;0,616746
139;0,548699
77;0,830912
33;0,000000
248;0,511639
253;0,474630
127;0,000000
134;0,808969
67;0,831339
251;0,648077
153;0,055178
79;0,874835
163;0,006363
243;0,463586
219;0,653329
168;0,784589
65;0,846538
264;0,706527
63;0,879355
281;0,565899
179;0,665884
69;0,839420
103;0,893960
83;0,903375
122;0,864898
212;0,898100
111;0,833657
208;0,741051
51;0,098125
162;0,298735
89;0,550938
262;0,332339
108;0,543484
52;0,255539
75;0,606121
286;0,362189
276;0,694014
97;0,629384
230;0,132554
70;0,000000
165;0,891165
258;0,372103
114;0,000000
190;0,822867
280;0,679070
259;0,600136
255;0,760905
219;0,384023
127;0,663518
107;0,049052
188;0,170688
68;0,000000
140;0,581411
71;0,888848
142;0,359452
249;0,298729
177;0,536395
254;0,569327
203;0,571165
241;0,341661
257;0,361210
64;0,050089
98;0,565949
49;0,648701
259;0,926196
160;0,562797
112;0,845764
270;0,689161
48;0,822904
42;0,885255
281;0,626467
76;0,629766
234;0,654000
164;0,858769
222;0,863952
43;0,865581
253;0,692481
250;0,222227
81;0,883193
71;0,896416
192;0,359064
184;0,781900
75;0,886947
205;0,454718
150;0,325985
229;0,465553
252;0,650666
44;0,000000
211;0,167352
240;0,722318
104;0,858211
261;0,370069
67;0,563878
266;0,389574
238;0,637280
48;0,711913
176;0,536359
127;0,817746
145;0,835191
42;0,726099
46;0,865393
215;0,602409
62;0,788679
39;0,325199
254;0,369913
168;0,392687
281;0,706384
204;0,540078
155;0,539017
224;0,305236
227;0,532544
52;0,861707
255;0,454540
132;0,614419
148;0,374329
53;0,879002
68;0,085951
74;0,596532
96;0,243393
174;0,827482
142;0,891564
226;0,487946
231;0,634696
99;0,172868
182;0,852187
260;0,517857
267;0,560933
161;0,823428
252;0,502003
279;0,470587
120;0,909787
206;0,428048
263;0,366896
187;0,955693
196;0,791680
118;0,870245
155;0,819658
182;0,702825
112;0,909379
141;0,812970
172;0,685646
138;0,286369
92;0,702332
168;0,834037
282;0,449398
241;0,338216
80;0,783418
223;0,586112
80;0,790300
167;0,688057
281;0,469232
225;0,667649
44;0,000000
168;0,541263
37;0,478499
154;0,182147
162;0,550909
177;0,019559
185;0,694902
159;0,765621
219;0,558032
164;0,830264
168;0,622752
40;0,000000
263;0,404359
268;0,616834
272;0,751164
54;0,569742
255;0,555261
60;0,000000
86;0,141798
183;0,492136
278;0,707262
247;0,416252
193;0,433982
281;0,431476
62;0,811730
229;0,629263
89;0,016761
233;0,438730
33;0,000000
145;0,802028
111;0,874083
94;0,894687
107;0,859102
75;0,793857
261;0,620092
92;0,937161
279;0,443387
259;0,379820
57;0,138678
177;0,154627
145;0,673717
286;0,572403
60;0,200621
135;0,713702
252;0,587970
180;0,324523
182;0,543205
253;0,769402
218;0,279527
250;0,492480
178;0,059873
131;0,399246
228;0,335426
248;0,643305
209;0,706779
245;0,450359
231;0,309673
174;0,238320
231;0,534829
206;0,431566
105;0,837994
223;0,202662
214;0,529802
121;0,021684
106;0,041491
60;0,880502
123;0,920231
103;0,155534
141;0,265477
113;0,551317
42;0,000000
98;0,712278
138;0,130194
163;0,203494
158;0,724359
141;0,097633
103;0,592091
53;0,837687
164;0,828226
101;0,863251
182;0,149525
74;0,850532
191;0,445632
134;0,657473
60;0,036377
93;0,874543
196;0,857726
272;0,559105
259;0,407193
69;0,349765
258;0,296440
58;0,891184
219;0,799413
134;0,882090
213;0,488025
47;0,848390
256;0,517866
125;0,741596
95;0,000000
118;0,866953
227;0,739285
46;0,895424
252;0,573776
191;0,296678
149;0,283510
233;0,553242
51;0,000000
277;0,419271
60;0,868844
110;0,000000
179;0,910910
268;0,391449
88;0,000000
223;0,164160
234;0,579069
157;0,764830
126;0,495988
228;0,227858
50;0,888130
79;0,609707
200;0,893984
84;0,405514
83;0,000000
171;0,276490
286;0,416768
145;0,554656
114;0,893701
269;0,386506
275;0,560744
61;0,648470
113;0,881090
255;0,530217
287;0,576280
217;0,257103
51;0,210910
144;0,674765
160;0,815181
83;0,675916
111;0,850278
266;0,463798
195;0,702039
48;0,710013
175;0,234812
64;0,880300
246;0,393435
219;0,376667
44;0,901341
82;0,067315
102;0,095616
260;0,360963
277;0,577798
107;0,871508
134;0,856829
207;0,475768
177;0,790047
37;0,223999
93;0,046399
209;0,860965
162;0,133245
284;0,460232
37;0,000000
92;0,718589
235;0,532194
242;0,648931
176;0,290296
34;0,903240
71;0,842780
82;0,000000
249;0,538668
262;0,489162
164;0,410163
193;0,673203
245;0,419930
111;0,652007
236;0,826186
57;0,885945
214;0,204690
55;0,865156
213;0,640230
40;0,913106
125;0,522165
180;0,010375
208;0,269599
164;0,813167
188;0,581535
232;0,288983
242;0,259318
213;0,452502
124;0,877503
49;0,903619
139;0,742204
65;0,633689
195;0,807249
284;0,696846
49;0,000000
82;0,902082
192;0,492460
263;0,370285
46;0,832620
66;0,000000
125;0,140422
238;0,242163
198;0,795631
138;0,304704
76;0,000000
79;0,809291
49;0,728580
128;0,127814
229;0,616942
220;0,390256
197;0,273652
263;0,757029
102;0,848346
279;0,681743
217;0,308335
154;0,186860
239;0,548010
150;0,881430
276;0,393369
212;0,171154
46;0,901418
279;0,303470
218;0,425937
126;0,842181
59;0,000000
120;0,739603
97;0,345348
127;0,834028
44;0,582985
154;0,230257
59;0,792013
145;0,817943
195;0,879845
108;0,289069
210;0,824990
247;0,281815
143;0,679396
141;0,600974
202;0,374060
59;0,000000
129;0,102294
35;0,000000
37;0,000000
114;0,842583
105;0,812409
80;0,864991
149;0,152837
208;0,350793
95;0,854454
34;0,322525
270;0,454188
215;0,646985
44;0,598749
287;0,505769
262;0,587807
255;0,485774
102;0,000000
108;0,891902
101;0,930830
222;0,354730
138;0,837441
212;0,392870
61;0,367738
127;0,073020
63;0,000000
196;0,394622
276;0,417196
231;0,770821
193;0,584411
204;0,410119
119;0,600634
35;0,000000
60;0,159419
124;0,780470
117;0,444465
260;0,323222
73;0,499008
226;0,612397
156;0,571759
190;0,570113
221;0,502593
285;0,451569
53;0,313224
113;0,833223
197;0,562404
230;0,369067
78;0,850950
55;0,386030
138;0,481600
72;0,000000
36;0,306843
200;0,507072
119;0,737582
162;0,739805
35;0,793219
202;0,313609
259;0,519729
198;0,543018
269;0,301685
255;0,595895
42;0,778379
210;0,450193
175;0,501059
79;0,000000
242;0,465850
47;0,857114
251;0,416751
242;0,286066
63;0,891614
96;0,721671
93;0,765640
63;0,000000
119;0,865623
102;0,000000
176;0,490773
282;0,698172
196;0,122490
113;0,804262
115;0,000000
96;0,880313
219;0,785225
195;0,476501
102;0,912185
158;0,511795
123;0,874386
79;0,101206
286;0,546030
59;0,000000
204;0,160000
80;0,659711
259;0,818190
153;0,745201
54;0,900345
135;0,928888
175;0,824141
126;0,756343
226;0,419718
59;0,828714
53;0,384678
240;0,258545
270;0,402029
136;0,066252
137;0,096037
168;0,064908
263;0,564877
172;0,556674
242;0,351584
114;0,297200
163;0,834940
216;0,854226
101;0,227579
101;0,336687
78;0,071479
182;0,747983
91;0,000000
46;0,886146
126;0,000000
286;0,539426
273;0,432213
97;0,864076
181;0,680837
157;0,877427
280;0,733087
215;0,662064
82;0,011222
235;0,181142
188;0,180844
255;0,451573
53;0,000000
251;0,311484
79;0,000000
143;0,833226
131;0,368360
116;0,876203
281;0,389321
55;0,807371
242;0,509513
250;0,657783
55;0,034538
73;0,000000
266;0,341656
85;0,000000
89;0,797353
193;0,653521
132;0,187138
208;0,499720
67;0,394324
200;0,928532
187;0,551733
218;0,671383
206;0,379569
157;0,256442
57;0,880830
87;0,884970
97;0,139329
66;0,839057
141;0,867336
271;0,719538
183;0,771016
251;0,676291
279;0,878579
105;0,000000
143;0,634282
214;0,696801
237;0,613090
172;0,205763
171;0,668545
114;0,000000
125;0,007376
234;0,626995
172;0,833166
260;0,459067
138;0,860123
192;0,520190
168;0,092901
242;0,452531
187;0,471040
174;0,360265
266;0,263307
64;0,373796
77;0,758653
217;0,158228
64;0,000000
113;0,155489
62;0,000000
234;0,355538
33;0,508104
161;0,863352
217;0,874117
147;0,870729
32;0,626943
273;0,393663
187;0,191165
237;0,618344
80;0,000000
180;0,296447
135;0,351426
89;0,000000
236;0,359688
161;0,521868
271;0,374336
194;0,395019
139;0,878676
75;0,816867
119;0,332403
133;0,885797
196;0,086113
150;0,813985
95;0,879262
200;0,661437
70;0,594604
80;0,811940
157;0,425039
195;0,491050
52;0,832785
274;0,535129
170;0,660442
172;0,591073
118;0,868549
153;0,674259
100;0,882323
182;0,249065
277;0,466082
179;0,587339
279;0,560129
120;0,317045
195;0,183566
112;0,688792
69;0,895080
219;0,381369
272;0,721573
154;0,823207
61;0,777977
220;0,786280
222;0,369539
200;0,171535
96;0,668463
165;0,288395
265;0,570409
81;0,790913
282;0,631844
56;0,786977
163;0,246989
284;0,585547
206;0,551388
257;0,606746
69;0,850035
179;0,845030
197;0,386043
117;0,267245
46;0,889943
275;0,575627
71;0,536540
252;0,570513
242;0,499536
113;0,811265
109;0,899463
286;0,457991
112;0,686985
74;0,894682
269;0,474680
70;0,281638
63;0,025673
127;0,240850
157;0,088998
150;0,879250
203;0,741561
119;0,941369
133;0,891713
34;0,536616
276;0,455582
205;0,662121
66;0,451269
222;0,741046
266;0,373421
130;0,000000
217;0,203970
222;0,423925
138;0,829894
284;0,366570
275;0,490810
102;0,855566
158;0,868526
148;0,879831
215;0,587984
203;0,024812
167;0,845932
40;0,000000
188;0,277383
114;0,253658
135;0,479167
81;0,178178
51;0,838570
245;0,351358
48;0,092665
64;0,404494
68;0,000000
209;0,580882
286;0,468911
86;0,638834
96;0,876764
108;0,832147
261;0,462087
192;0,296855
200;0,273432
242;0,301926
113;0,885852
78;0,700877
50;0,913299
105;0,949620
271;0,414009
278;0,619963
172;0,781917
200;0,178550
223;0,537381
256;0,466750
39;0,807180
122;0,243234
256;0,453924
202;0,167943
177;0,874633
173;0,850052
207;0,477412
166;0,523501
162;0,374288
38;0,874221
233;0,627048
101;0,534198
160;0,741278
268;0,470609
83;0,947782
48;0,655278
73;0,090806
130;0,809241
207;0,556617
157;0,827101
269;0,449665
226;0,774271
284;0,589184
95;0,928494
48;0,003035
123;0,097103
46;0,866453
230;0,457835
63;0,000000
156;0,461252
142;0,095996
274;0,510894
261;0,689757
255;0,427053
232;0,569858
63;0,837219
87;0,662875
132;0,855015
216;0,630777
113;0,162945
216;0,669034
257;0,648659
42;0,758276
230;0,509058
172;0,115050
137;0,827410
81;0,028389
277;0,741047
205;0,451816
252;0,502226
89;0,861225
41;0,124672
95;0,873622
80;0,826094
169;0,376789
35;0,896475
195;0,725239
119;0,000000
72;0,714915
142;0,246998
112;0,871107
136;0,872209
50;0,892470
187;0,442065
56;0,885119
62;0,000000
193;0,582593
76;0,000000
237;0,546886
216;0,471901
91;0,804741
44;0,000000
204;0,089948
240;0,630636
72;0,426871
279;0,546523
253;0,431761
142;0,809375
175;0,374807
187;0,385905
86;0,712386
134;0,260132
79;0,000000
78;0,880800
102;0,000000
259;0,483131
268;0,328546
238;0,553979
137;0,111627
148;0,313606
55;0,469125
84;0,826703
172;0,486767
214;0,790928
158;0,559490
60;0,939549
86;0,617572
143;0,054542
46;0,902647
167;0,445388
168;0,371337
113;0,130748
69;0,853908
72;0,530823
288;0,500313
143;0,354387
69;0,876803
135;0,293580
148;0,693204
287;0,591793
109;0,000000
103;0,021561
105;0,897454
148;0,471830
105;0,000000
113;0,856860
183;0,198580
44;0,787393
225;0,696073
103;0,875587
253;0,616950
72;0,000000
43;0,000000
99;0,885548
170;0,699180
161;0,107763
236;0,461756
220;0,764083
243;0,668023
137;0,020651
135;0,678980
211;0,279590
69;0,852245
83;0,889674
220;0,627130
151;0,672870
72;0,000000
90;0,215727
218;0,872544
242;0,752404
33;0,000000
182;0,778486
118;0,250696
130;0,112955
277;0,709557
34;0,461562
72;0,000000
185;0,509751
280;0,514696
54;0,000000
142;0,797937
171;0,240473
222;0,764984
284;0,525561
180;0,735316
273;0,501783
143;0,176877
86;0,904183
109;0,887953
272;0,637360
42;0,883771
201;0,690317
232;0,482596
263;0,255176
275;0,304954
112;0,000000
177;0,942271
179;0,279471
231;0,206236
88;0,837551
131;0,895889
202;0,852200
160;0,887042
49;0,000000
238;0,548719
116;0,819951
182;0,632672
280;0,437051
178;0,383614
46;0,915658
227;0,476458
38;0,354357
150;0,886760
171;0,710072
258;0,524382
221;0,597163
124;0,579284
200;0,799979
92;0,000000
183;0,128348
158;0,024641
270;0,821875
45;0,840708
282;0,648019
165;0,813411
66;0,892825
114;0,745354
274;0,536678
159;0,848287
125;0,183458
95;0,000000
267;0,472154
250;0,662036
89;0,847203
39;0,000000
185;0,243106
33;0,000000
163;0,813761
268;0,575129
142;0,036627
133;0,336006
285;0,511988
228;0,859158
189;0,840871
145;0,797456
100;0,000000
33;0,846287
57;0,000000
148;0,818222
104;0,128742
197;0,308029
237;0,347048
148;0,925835
131;0,142908
105;0,810188
82;0,921531
254;0,545939
151;0,697523
167;0,112833
48;0,884579
269;0,421310
44;0,817999
185;0,352820
59;0,864899
122;0,854739
253;0,613225
200;0,880183
38;0,000000
43;0,915458
282;0,485400
266;0,622364
48;0,748299
204;0,882247
148;0,410023
113;0,284022
106;0,943261
81;0,000000
38;0,760396
83;0,882737
100;0,490978
275;0,647606
216;0,698798
217;0,528072
131;0,788033
139;0,254273
274;0,449035
143;0,435343
175;0,507075
81;0,842239
282;0,489367
245;0,394275
158;0,835877
108;0,681597
110;0,829467
91;0,178861
151;0,130562
250;0,441475
238;0,555079
116;0,731684
135;0,873517
157;0,497732
64;0,871325
36;0,000000
51;0,773243
66;0,898705
136;0,458721
257;0,456523
144;0,463915
34;0,227423
44;0,000000
58;0,000000
43;0,000000
238;0,306203
245;0,672977
60;0,530082
235;0,348984
287;0,537880
41;0,184551
76;0,341921
136;0,549349
66;0,797846
131;0,293384
156;0,849447
208;0,381845
68;0,726389
41;0,812619
59;0,000000
75;0,916535
276;0,432141
59;0,900181
77;0,580981
60;0,739870
79;0,808176
264;0,282559
219;0,664272
83;0,370124
158;0,705167
84;0,000000
153;0,254631
258;0,512358
241;0,418757
182;0,705989
39;0,662487
234;0,519045
139;0,542285
35;0,171148
89;0,000000
69;0,739501
79;0,000000
228;0,679874
132;0,688768
100;0,000000
227;0,296413
92;0,865750
154;0,827230
152;0,448097
49;0,188371
124;0,304736
70;0,000000
162;0,816564
175;0,498457
52;0,891595
200;0,742012
66;0,082371
123;0,000000
198;0,671219
195;0,352358
250;0,708715
172;0,743230
67;0,251619
185;0,885826
164;0,844673
228;0,217134
282;0,361453
110;0,754850
238;0,479889
145;0,245324
222;0,599344
76;0,000000
52;0,894950
278;0,548346
140;0,219051
119;0,933413
259;0,468976
142;0,824060
149;0,789844
61;0,000000
38;0,039805
74;0,891566
102;0,509502
98;0,051236
142;0,131658
122;0,912159
252;0,592559
236;0,399469
237;0,923711
207;0,835121
44;0,937983
229;0,641915
41;0,000000
57;0,860254
262;0,577036
135;0,804102
161;0,249406
73;0,904910
233;0,689857
232;0,570601
137;0,847748
248;0,369808
75;0,393686
244;0,783351
223;0,653124
149;0,560648
54;0,817455
72;0,905659
35;0,658301
261;0,639549
86;0,583195
130;0,813285
253;0,522821
87;0,456587
210;0,523081
272;0,537142
110;0,425246
155;0,123941
286;0,422377
257;0,500215
264;0,556966
251;0,632352
151;0,933738
260;0,569397
210;0,579217
