height;avgdepth
191;0,827372
208;0,746977
106;0,789334
102;0,851125
135;0,294519
187;0,931381
211;0,872662
273;0,150995
181;0,838511
128;0,446105
43;0,848025
137;0,848161
221;0,213183
142;0,687865
117;0,812282
172;0,810641
48;0,790053
208;0,552556
265;0,504924
274;0,677642
255;0,437866
76;0,000000
148;0,315177
191;0,462444
89;0,033699
137;0,338830
251;0,428283
185;0,533453
223;0,659442
50;0,047459
109;0,832986
92;0,870237
105;0,000000
250;0,834602
131;0,054190
141;0,250750
38;0,870988
152;0,854597
92;0,860300
174;0,735603
202;0,785504
212;0,529303
259;0,744484
146;0,344471
287;0,386299
36;0,000000
179;0,812520
58;0,127867
244;0,505379
282;0,679962
183;0,408081
237;0,412127
175;0,827240
93;0,000000
219;0,224499
47;0,843609
218;0,931628
186;0,158239
139;0,009398
171;0,507791
168;0,205846
45;0,909901
103;0,523417
166;0,813684
125;0,863713
172;0,547997
34;0,948518
225;0,174929
32;0,846314
172;0,752866
58;0,776935
215;0,351777
75;0,000000
44;0,948938
210;0,421286
32;0,819175
266;0,766563
153;0,451578
58;0,887012
77;0,879317
192;0,588397
285;0,356062
214;0,326542
35;0,000000
67;0,868141
156;0,499430
105;0,088535
74;0,900493
286;0,618848
84;0,032853
190;0,912089
145;0,578568
115;0,332112
244;0,256262
164;0,433269
185;0,460999
46;0,000000
169;0,881561
179;0,609597
243;0,900359
41;0,975409
263;0,391444
77;0,232686
96;0,296899
286;0,574697
185;0,553676
223;0,627607
89;0,828274
225;0,645915
237;0,349460
278;0,555215
272;0,435622
280;0,443403
283;0,554525
223;0,305971
215;0,590349
56;0,000000
181;0,805523
127;0,845342
93;0,842347
42;0,000000
152;0,877595
232;0,801030
86;0,931745
49;0,000000
178;0,870505
63;0,000000
213;0,719203
158;0,644210
260;0,259109
153;0,875477
93;0,893370
212;0,472614
39;0,475850
280;0,369313
145;0,316858
60;0,691544
44;0,000000
101;0,000000
122;0,296551
99;0,044508
150;0,201175
57;0,634821
200;0,392801
247;0,381550
246;0,696562
184;0,490084
180;0,540169
124;0,273538
142;0,626568
202;0,781208
204;0,713155
211;0,861259
265;0,692771
87;0,411510
136;0,187011
227;0,363827
232;0,492659
101;0,789315
262;0,554843
246;0,762305
201;0,742290
157;0,508965
116;0,463292
91;0,837715
62;0,000000
204;0,295527
287;0,495077
218;0,882663
264;0,727216
193;0,256571
71;0,882778
256;0,847644
230;0,551713
93;0,786499
267;0,278139
153;0,193078
266;0,509836
173;0,000000
157;0,000000
201;0,535898
284;0,598588
182;0,821701
218;0,231372
55;0,814056
214;0,732242
44;0,381502
269;0,743604
105;0,887926
157;0,659280
185;0,730680
175;0,410481
209;0,331329
209;0,474984
265;0,193150
164;0,043071
139;0,384845
192;0,148247
226;0,675946
219;0,792772
151;0,829449
55;0,875493
106;0,455424
35;0,792687
277;0,537289
263;0,537742
162;0,365339
203;0,554636
253;0,299409
279;0,582768
271;0,550945
165;0,860231
226;0,601434
46;0,903042
267;0,333535
245;0,654457
279;0,674270
159;0,165917
134;0,726002
65;0,794658
114;0,005479
104;0,028221
137;0,838547
262;0,643234
234;0,632842
104;0,772053
228;0,724152
47;0,000000
122;0,000000
180;0,373644
147;0,816935
202;0,832903
96;0,869285
37;0,542542
91;0,856093
193;0,201093
163;0,398748
160;0,815515
136;0,804297
147;0,729861
150;0,821429
103;0,000000
102;0,895442
152;0,829137
229;0,280143
232;0,334575
172;0,451499
157;0,830904
78;0,893468
82;0,000000
170;0,765841
143;0,100545
175;0,771995
141;0,573722
45;0,930896
229;0,712345
39;0,000000
100;0,262676
133;0,515356
48;0,000000
239;0,472833
256;0,751921
127;0,929117
139;0,323655
270;0,446372
45;0,847565
87;0,846762
280;0,316379
165;0,812283
36;0,909476
46;0,856535
90;0,467928
258;0,310662
63;0,877723
41;0,909724
51;0,000000
135;0,815549
286;0,586110
35;0,909967
69;0,876412
68;0,000000
61;0,862379
212;0,518261
261;0,432223
169;0,288969
235;0,640113
133;0,889915
34;0,905802
91;0,871619
281;0,694918
257;0,351182
155;0,438875
117;0,006912
138;0,894004
195;0,147388
246;0,543118
223;0,590986
110;0,000000
169;0,811188
199;0,587119
171;0,935436
123;0,875923
154;0,509793
118;0,788143
63;0,000000
206;0,721534
175;0,044314
249;0,337046
154;0,479735
166;0,692142
277;0,577105
190;0,846716
197;0,589581
237;0,815196
183;0,511639
180;0,935623
69;0,828958
139;0,893260
223;0,878220
269;0,731815
228;0,892518
201;0,401247
273;0,409685
137;0,745481
108;0,443695
220;0,519503
80;0,901855
140;0,778459
212;0,348560
94;0,869448
164;0,226529
211;0,270133
113;0,425838
119;0,837513
134;0,825304
40;0,000000
143;0,215197
129;0,894170
197;0,622967
120;0,760179
184;0,800064
44;0,887034
95;0,049510
145;0,339580
260;0,781709
247;0,314419
35;0,000000
279;0,564850
171;0,213399
57;0,000000
135;0,901490
207;0,817649
242;0,590755
103;0,586046
56;0,764139
81;0,000000
60;0,866849
192;0,374844
139;0,410643
253;0,707587
167;0,899945
154;0,060852
141;0,330183
272;0,594421
100;0,720471
144;0,084006
133;0,669691
144;0,806770
274;0,599083
255;0,455366
52;0,869256
65;0,186747
188;0,755942
253;0,788593
190;0,693326
202;0,189225
172;0,898220
233;0,161500
114;0,163306
197;0,376767
70;0,699107
169;0,093733
50;0,483495
107;0,154209
255;0,350014
86;0,021698
95;0,761267
86;0,000000
136;0,219999
121;0,648540
212;0,403139
97;0,896889
114;0,887076
47;0,589843
50;0,000000
102;0,070842
32;0,830329
226;0,416181
135;0,459271
164;0,836768
158;0,814126
191;0,334646
211;0,349642
85;0,828333
161;0,493296
127;0,459448
207;0,550486
112;0,026723
41;0,000000
101;0,413800
96;0,464726
159;0,544359
142;0,544742
160;0,771117
177;0,420091
203;0,210315
63;0,000000
281;0,608827
236;0,253732
204;0,657132
156;0,888863
164;0,314191
82;0,883823
44;0,827892
71;0,749484
176;0,554646
232;0,682266
125;0,671853
43;0,385507
151;0,448414
187;0,719660
278;0,391094
200;0,515466
157;0,335916
272;0,485453
262;0,499087
139;0,365169
224;0,554282
74;0,933259
126;0,848365
227;0,519612
143;0,013195
161;0,215617
104;0,093317
241;0,923021
239;0,657885
150;0,278583
169;0,411201
156;0,530099
250;0,317900
159;0,857490
123;0,883649
45;0,786494
73;0,854234
170;0,176199
33;0,000000
259;0,541942
139;0,776236
165;0,349360
122;0,847618
215;0,410109
267;0,405416
208;0,379067
120;0,111706
91;0,361824
54;0,891307
102;0,271193
114;0,000000
58;0,893875
95;0,947563
54;0,556484
277;0,600852
166;0,505838
34;0,910463
143;0,340353
222;0,761602
43;0,928540
69;0,184120
94;0,909464
59;0,911562
48;0,880891
108;0,867590
102;0,593340
91;0,199151
83;0,000000
42;0,000000
114;0,834571
163;0,356180
34;0,899786
34;0,902546
117;0,858519
245;0,275818
62;0,000000
44;0,897255
58;0,000000
279;0,555043
142;0,449758
195;0,621725
54;0,000000
118;0,765298
145;0,654343
168;0,874465
174;0,305425
98;0,643444
269;0,614298
221;0,833803
125;0,129146
36;0,000000
123;0,578679
81;0,000000
186;0,318287
128;0,256851
163;0,841540
82;0,828605
68;0,705811
140;0,067565
181;0,399904
91;0,900313
32;0,000000
85;0,059326
208;0,861841
130;0,537472
233;0,338674
39;0,045504
216;0,877844
221;0,694517
280;0,714113
123;0,873507
153;0,882962
98;0,000000
239;0,310911
185;0,545426
250;0,419186
200;0,568747
242;0,416421
75;0,000000
252;0,735009
148;0,040283
166;0,452252
162;0,488825
273;0,353324
198;0,083790
288;0,437844
84;0,863825
53;0,917368
38;0,931727
114;0,713255
78;0,000000
190;0,743220
124;0,000000
183;0,746274
54;0,333151
156;0,363801
257;0,479747
173;0,497769
287;0,401366
54;0,104964
111;0,135767
243;0,666044
124;0,782931
208;0,777878
213;0,596393
203;0,453326
244;0,318408
226;0,632446
104;0,442130
74;0,067948
273;0,413370
259;0,455763
81;0,866487
229;0,907108
71;0,829917
194;0,339364
74;0,081928
62;0,000000
89;0,152410
188;0,538527
38;0,000000
112;0,772339
106;0,889272
143;0,883124
284;0,613254
121;0,843225
97;0,072361
204;0,651878
45;0,794110
179;0,077021
269;0,350077
86;0,000000
124;0,859494
79;0,262988
264;0,471990
174;0,292825
159;0,607758
169;0,552444
135;0,228191
249;0,577159
82;0,712886
266;0,544860
128;0,000000
220;0,756133
103;0,363315
36;0,000000
253;0,467624
55;0,000000
135;0,487460
52;0,000000
227;0,537773
205;0,446870
262;0,581356
139;0,844949
179;0,833187
193;0,756024
63;0,873374
180;0,740134
249;0,558871
278;0,390128
233;0,570514
128;0,096521
49;0,661751
177;0,656277
111;0,845596
241;0,502174
69;0,592675
265;0,593256
178;0,597231
51;0,733034
117;0,482502
276;0,451224
51;0,813737
139;0,840181
34;0,000000
266;0,402418
194;0,496893
279;0,603055
66;0,591355
57;0,213876
203;0,321993
286;0,494862
229;0,291804
142;0,230251
208;0,480512
137;0,804060
267;0,593558
260;0,515245
61;0,899803
218;0,784933
252;0,348862
147;0,553940
170;0,137798
226;0,601045
236;0,366320
148;0,654412
151;0,225758
280;0,310325
105;0,722456
113;0,826550
231;0,403137
141;0,842131
80;0,857029
154;0,229932
67;0,000000
179;0,797140
250;0,255705
236;0,492802
112;0,661249
38;0,000000
183;0,485086
158;0,819571
104;0,000000
114;0,929137
280;0,527186
119;0,852342
148;0,414554
96;0,506867
141;0,325857
221;0,358878
62;0,033690
70;0,197636
150;0,781822
281;0,400404
75;0,686679
82;0,000000
189;0,781949
209;0,827647
51;0,778851
173;0,479886
242;0,464922
53;0,885386
238;0,563443
234;0,414613
92;0,146665
62;0,000000
59;0,835390
217;0,213558
140;0,354154
133;0,293323
241;0,643299
116;0,438605
48;0,885447
262;0,462150
187;0,514741
50;0,333945
175;0,192113
149;0,552167
166;0,504896
275;0,328217
168;0,482929
128;0,096320
112;0,044249
212;0,849921
251;0,458551
267;0,740291
154;0,826725
281;0,438839
254;0,648492
95;0,000000
164;0,747747
176;0,752158
234;0,318477
253;0,734106
147;0,801002
149;0,250395
174;0,276914
111;0,850587
75;0,559600
151;0,257006
102;0,761074
164;0,328205
167;0,559987
273;0,477738
62;0,313518
161;0,866945
133;0,879776
264;0,411827
255;0,481232
111;0,891095
185;0,862949
187;0,660632
59;0,000000
146;0,189385
281;0,565675
261;0,367236
201;0,747889
194;0,462505
140;0,786728
240;0,925674
173;0,427862
280;0,635069
259;0,392821
166;0,835834
246;0,587398
104;0,851021
69;0,897317
46;0,000000
76;0,845234
261;0,657176
191;0,475588
256;0,774265
274;0,277745
207;0,266220
165;0,699940
71;0,824463
259;0,537233
210;0,547502
241;0,468920
175;0,744957
192;0,716778
37;0,791170
140;0,841515
101;0,535149
192;0,017890
205;0,323752
184;0,665490
110;0,680730
54;0,000000
72;0,209040
80;0,844246
94;0,894923
83;0,380858
117;0,725538
70;0,853874
173;0,810385
87;0,285198
147;0,387117
255;0,608280
214;0,627776
196;0,377010
206;0,193912
137;0,894844
200;0,945791
248;0,546221
181;0,239058
257;0,364586
36;0,886117
167;0,369862
184;0,770615
246;0,535073
37;0,904683
93;0,798205
81;0,495670
126;0,046261
95;0,337238
221;0,417220
185;0,147694
145;0,478453
89;0,000000
251;0,339681
83;0,000000
161;0,182512
257;0,373426
55;0,186657
228;0,630304
130;0,776815
258;0,361301
139;0,889487
60;0,880165
201;0,872286
124;0,814952
124;0,523832
187;0,612641
252;0,490600
234;0,439420
143;0,440733
148;0,000000
184;0,460076
37;0,854031
212;0,476171
278;0,718498
208;0,361348
287;0,628422
104;0,813322
244;0,267214
94;0,905012
65;0,463951
204;0,395426
274;0,456407
104;0,819996
244;0,640314
141;0,000000
150;0,370833
37;0,000000
161;0,891251
107;0,568019
227;0,920431
215;0,681502
174;0,576906
128;0,005978
258;0,454480
129;0,075478
75;0,782936
45;0,910536
120;0,700276
105;0,912821
129;0,337217
218;0,530841
38;0,907209
232;0,616444
111;0,868716
96;0,620779
261;0,491808
225;0,381785
185;0,133955
211;0,505326
162;0,000000
72;0,903546
172;0,807455
85;0,374246
132;0,774437
203;0,610547
106;0,134655
189;0,506966
164;0,693729
235;0,592719
276;0,429033
91;0,866056
212;0,524217
114;0,868231
114;0,837202
34;0,716997
37;0,563925
56;0,000000
41;0,156896
174;0,427177
241;0,254856
173;0,095337
131;0,760539
261;0,566279
56;0,000000
112;0,553065
160;0,915884
139;0,805378
274;0,580020
102;0,894844
248;0,676866
170;0,868782
107;0,277874
270;0,662288
260;0,545252
113;0,065347
134;0,887019
139;0,870477
144;0,199012
240;0,689934
91;0,536807
47;0,851722
100;0,115246
55;0,892082
220;0,320227
203;0,213619
230;0,523293
228;0,365888
66;0,742665
97;0,789954
253;0,480557
130;0,882529
208;0,459283
159;0,597591
134;0,845970
110;0,777557
211;0,211342
223;0,816642
49;0,739451
247;0,321309
139;0,527247
182;0,582341
227;0,650196
218;0,630693
36;0,019491
232;0,752327
90;0,763937
235;0,621060
189;0,813936
55;0,905932
114;0,000000
123;0,881714
254;0,751174
152;0,434615
250;0,544677
82;0,017190
190;0,863426
240;0,610810
265;0,556244
103;0,880716
185;0,463775
257;0,514341
44;0,668352
57;0,842233
271;0,537226
74;0,163611
198;0,144190
262;0,586942
205;0,555983
42;0,881770
218;0,358810
69;0,000000
220;0,640416
179;0,646162
82;0,395080
198;0,533257
75;0,537629
126;0,494369
172;0,395018
87;0,853293
60;0,854531
37;0,876971
248;0,657295
85;0,885326
287;0,655136
71;0,777453
185;0,846980
150;0,474098
159;0,588167
54;0,881150
80;0,808395
192;0,407885
159;0,836532
132;0,883945
215;0,541206
108;0,852964
233;0,622341
219;0,544525
230;0,721218
144;0,200729
96;0,286683
240;0,510954
123;0,620906
81;0,245776
153;0,565236
244;0,518366
261;0,419448
86;0,308880
115;0,000000
62;0,815262
176;0,587342
187;0,603421
38;0,335177
37;0,812761
69;0,815859
266;0,625042
158;0,733015
242;0,424267
105;0,798102
256;0,641025
155;0,849755
90;0,215006
122;0,492896
113;0,635245
96;0,262901
127;0,880595
239;0,263219
214;0,527848
96;0,863011
110;0,861527
269;0,821342
119;0,741287
51;0,560077
141;0,828343
226;0,358144
198;0,898945
232;0,925375
288;0,479636
95;0,689847
249;0,350507
152;0,002296
184;0,505996
286;0,526949
53;0,057079
190;0,888398
45;0,000000
91;0,265324
35;0,695045
225;0,155721
113;0,903313
229;0,770932
220;0,624696
184;0,800993
48;0,000000
146;0,072956
47;0,788154
162;0,874636
250;0,357908
116;0,212630
247;0,575879
116;0,834861
109;0,852603
178;0,788653
147;0,798698
151;0,715872
232;0,588771
185;0,842760
121;0,721682
133;0,155570
173;0,483237
157;0,281354
191;0,657337
257;0,486431
196;0,830852
180;0,126096
230;0,575007
118;0,771069
206;0,400288
224;0,482529
231;0,453555
122;0,131598
249;0,710340
203;0,419796
227;0,719153
285;0,558278
74;0,810134
179;0,417326
160;0,835771
155;0,845287
166;0,913767
161;0,833725
95;0,334606
37;0,963171
256;0,673421
216;0,500537
238;0,597970
246;0,743103
264;0,821425
50;0,574909
260;0,663582
261;0,395977
214;0,642315
101;0,381774
34;0,000000
225;0,562329
277;0,687785
248;0,510204
274;0,385053
219;0,812283
223;0,292674
270;0,498233
68;0,000000
266;0,367299
117;0,742256
92;0,403200
116;0,851286
102;0,460948
272;0,366417
138;0,434000
212;0,641190
252;0,714650
88;0,079093
119;0,816256
116;0,122917
46;0,760986
46;0,938565
117;0,437649
88;0,143218
119;0,645818
209;0,318682
84;0,658723
167;0,835177
230;0,571015
267;0,471388
283;0,411279
213;0,199667
184;0,193388
210;0,524104
252;0,643047
268;0,421129
74;0,000000
104;0,780298
185;0,175720
188;0,865264
143;0,864031
281;0,353090
186;0,619555
50;0,541986
36;0,463316
220;0,763512
241;0,666571
58;0,832817
172;0,341494
211;0,742118
287;0,390922
98;0,054469
117;0,437605
203;0,459226
235;0,562585
44;0,000000
135;0,083254
83;0,861278
34;0,353402
244;0,640968
37;0,307540
43;0,000000
76;0,000000
205;0,889030
51;0,896431
98;0,000000
216;0,949721
215;0,614608
219;0,793089
194;0,699650
87;0,779252
37;0,782316
61;0,818128
267;0,607016
78;0,827952
168;0,813269
233;0,645263
150;0,876965
176;0,790009
138;0,531500
194;0,775559
263;0,586359
263;0,544650
51;0,806158
104;0,867440
168;0,361408
168;0,861452
87;0,874670
177;0,813809
124;0,455370
271;0,690472
39;0,892577
150;0,241964
197;0,450909
128;0,626785
176;0,821105
252;0,249784
274;0,565240
98;0,000000
203;0,952780
239;0,829602
151;0,229407
201;0,635471
214;0,579794
116;0,673873
196;0,732265
135;0,841906
195;0,073443
36;0,555907
154;0,577535
81;0,000000
154;0,000000
203;0,228177
91;0,536684
226;0,503714
43;0,000000
46;0,717883
50;0,898346
267;0,419326
145;0,756668
242;0,292120
206;0,784422
114;0,012121
278;0,442325
244;0,519672
258;0,736541
166;0,597620
211;0,869871
197;0,395817
141;0,650206
224;0,556343
273;0,500552
119;0,015266
196;0,265598
218;0,600110
285;0,527736
146;0,855123
277;0,411674
53;0,797237
72;0,862123
127;0,045122
212;0,287048
46;0,883121
55;0,931728
182;0,457347
236;0,705681
189;0,254757
231;0,359265
256;0,769594
283;0,578206
139;0,029310
148;0,214132
269;0,651373
217;0,577912
173;0,467337
260;0,585470
196;0,529603
128;0,819766
33;0,422727
114;0,892903
161;0,710486
252;0,495843
139;0,802776
76;0,878458
38;0,903319
177;0,604004
72;0,909329
206;0,403076
59;0,005983
126;0,076510
207;0,591322
257;0,460367
42;0,839832
197;0,625212
35;0,000000
188;0,424155
33;0,000000
209;0,475311
90;0,484063
169;0,496028
268;0,533430
254;0,465395
134;0,048410
49;0,000000
197;0,720139
234;0,381872
286;0,455837
122;0,835758
89;0,008198
103;0,891230
154;0,883041
67;0,000000
179;0,643835
229;0,206034
148;0,747702
128;0,033444
80;0,715873
183;0,350179
105;0,813807
226;0,227658
234;0,774119
110;0,376916
230;0,726733
153;0,872218
144;0,335167
35;0,000000
84;0,088107
95;0,522949
150;0,624728
149;0,876648
117;0,037801
66;0,000000
153;0,763985
165;0,280306
123;0,869721
264;0,435282
277;0,276122
191;0,483998
248;0,423715
67;0,621195
68;0,902129
176;0,559175
257;0,477872
187;0,160413
75;0,066361
201;0,554981
67;0,176853
182;0,608919
152;0,825262
131;0,836448
276;0,227966
142;0,070552
100;0,000000
51;0,838288
140;0,906268
146;0,851694
86;0,000000
44;0,914861
136;0,375639
81;0,808168
38;0,000000
282;0,668100
65;0,388073
215;0,696159
117;0,101047
199;0,862023
225;0,384664
273;0,543215
180;0,608227
203;0,395794
177;0,332555
265;0,727945
131;0,138351
197;0,346430
269;0,342983
276;0,371384
66;0,000000
278;0,730838
101;0,036970
277;0,619110
67;0,022376
286;0,463862
243;0,612788
279;0,616210
244;0,387984
251;0,657137
217;0,761655
159;0,655113
246;0,256225
263;0,609095
178;0,758305
259;0,604911
132;0,457819
76;0,318578
135;0,430682
82;0,000000
179;0,828644
273;0,354550
62;0,000000
41;0,875304
182;0,424423
182;0,869395
229;0,656440
236;0,614781
246;0,468194
93;0,000000
110;0,489600
77;0,718493
104;0,269189
215;0,376956
251;0,668374
63;0,866505
47;0,000000
193;0,704349
66;0,913533
116;0,390203
69;0,885882
234;0,694918
147;0,287086
226;0,799704
138;0,706323
223;0,835007
269;0,270535
107;0,855384
120;0,845412
153;0,818264
118;0,828838
278;0,623577
124;0,891665
152;0,091038
93;0,000000
151;0,679241
103;0,000000
169;0,940908
253;0,325431
205;0,523784
134;0,025719
267;0,520971
40;0,864950
149;0,215831
260;0,475373
149;0,153984
184;0,647208
222;0,416864
53;0,706996
185;0,768487
86;0,574593
129;0,781105
216;0,778565
215;0,489417
207;0,329376
206;0,351556
81;0,000000
265;0,501039
207;0,225211
270;0,781490
201;0,221086
196;0,864136
125;0,531922
182;0,487975
256;0,478164
244;0,449055
106;0,000000
240;0,906318
174;0,062828
37;0,396540
178;0,110572
48;0,947079
81;0,000000
206;0,534364
36;0,888801
224;0,834278
88;0,877676
155;0,154474
166;0,802999
100;0,847723
98;0,384402
47;0,625471
135;0,869272
228;0,108063
210;0,182018
146;0,116621
204;0,384401
175;0,163942
285;0,515112
260;0,212012
64;0,845837
32;0,908015
75;0,907132
284;0,413143
176;0,564055
110;0,177737
217;0,857424
270;0,520264
255;0,819712
85;0,598133
133;0,000000
168;0,428466
103;0,822809
126;0,872891
167;0,261376
214;0,446035
115;0,613406
183;0,523716
229;0,933053
111;0,917237
68;0,784384
45;0,514917
232;0,345888
58;0,872961
85;0,668748
87;0,567422
287;0,538285
256;0,705752
154;0,590009
134;0,829137
119;0,047199
278;0,529448
107;0,000000
122;0,783432
214;0,595246
59;0,734098
141;0,713818
150;0,796249
142;0,654402
169;0,759566
114;0,880255
62;0,755099
42;0,596565
72;0,000000
226;0,613956
249;0,760042
243;0,461388
49;0,407507
90;0,818345
73;0,923500
118;0,787236
104;0,133755
235;0,505400
228;0,163352
145;0,825570
76;0,899272
58;0,000000
149;0,298009
49;0,906319
227;0,620467
59;0,904941
97;0,876579
167;0,492794
221;0,573318
134;0,168464
129;0,000000
56;0,830460
254;0,522475
122;0,339765
101;0,000000
215;0,676947
192;0,412978
107;0,687966
225;0,688688
224;0,543113
155;0,888118
115;0,867010
178;0,408214
64;0,404991
181;0,021490
260;0,397481
111;0,757236
37;0,918427
115;0,231829
167;0,245728
275;0,443825
209;0,542262
188;0,612657
178;0,625660
146;0,887361
190;0,493572
255;0,654445
178;0,608705
62;0,194579
240;0,700060
64;0,435002
187;0,550560
266;0,515481
140;0,296499
272;0,342256
132;0,864495
276;0,752641
46;0,613119
76;0,000000
198;0,594609
119;0,874865
227;0,576931
214;0,472859
147;0,519358
64;0,000000
71;0,000000
86;0,000000
41;0,758400
288;0,535057
256;0,541748
271;0,653655
98;0,000000
187;0,929389
178;0,784541
53;0,708223
115;0,906411
143;0,889766
99;0,232301
166;0,876230
87;0,348779
219;0,884760
280;0,293228
244;0,479242
189;0,603574
230;0,357825
155;0,706737
231;0,598665
274;0,613136
284;0,688160
128;0,271716
185;0,611647
40;0,000000
222;0,859066
40;0,827823
93;0,814326
273;0,436866
264;0,458022
211;0,687672
73;0,813185
177;0,058018
50;0,867935
162;0,317758
275;0,340054
235;0,275644
252;0,479835
213;0,174056
219;0,473748
186;0,719037
85;0,921043
168;0,782811
176;0,118045
165;0,864279
108;0,720968
88;0,872147
59;0,286494
35;0,800013
119;0,802467
260;0,533227
157;0,859852
154;0,144718
89;0,792876
108;0,000000
90;0,000000
261;0,694232
39;0,000000
139;0,310924
217;0,765393
81;0,874502
280;0,711772
58;0,000000
228;0,565387
192;0,373649
134;0,680618
136;0,740245
102;0,141093
222;0,218958
191;0,509005
252;0,629531
236;0,589987
61;0,859310
80;0,917380
245;0,677642
148;0,946855
170;0,780796
171;0,690894
280;0,271842
183;0,290033
181;0,254052
127;0,863438
64;0,136858
98;0,840235
72;0,907556
190;0,483182
120;0,146444
61;0,000000
114;0,281354
244;0,782868
256;0,353133
136;0,402207
265;0,595323
139;0,165912
116;0,404747
245;0,205561
43;0,689500
105;0,179966
205;0,801866
58;0,756382
157;0,807393
175;0,837856
276;0,419763
47;0,958775
140;0,311852
94;0,000000
134;0,889086
221;0,664479
269;0,423758
113;0,317804
75;0,814580
253;0,681818
46;0,887881
243;0,514881
68;0,000000
152;0,561375
116;0,057378
175;0,354212
170;0,850296
156;0,778048
221;0,550206
285;0,448256
121;0,450614
125;0,033689
226;0,810435
58;0,000000
255;0,695717
152;0,485966
250;0,559653
137;0,809844
196;0,736847
277;0,816037
69;0,856942
280;0,702371
58;0,000000
178;0,327555
45;0,815516
146;0,193444
86;0,768052
118;0,469419
152;0,881919
171;0,914597
114;0,861249
114;0,175813
107;0,101928
47;0,000000
145;0,626153
72;0,011194
133;0,032411
137;0,617884
269;0,448407
153;0,161367
54;0,010063
217;0,678865
203;0,367344
105;0,113621
102;0,715163
57;0,000000
80;0,000000
275;0,559911
108;0,911029
87;0,000000
212;0,814583
85;0,906693
182;0,478896
172;0,241111
207;0,120048
143;0,017503
128;0,829839
279;0,575839
141;0,133314
112;0,864021
60;0,000000
218;0,457627
94;0,660763
102;0,011509
154;0,860281
47;0,000000
96;0,880674
201;0,553270
251;0,407841
84;0,844385
102;0,000000
219;0,774404
119;0,000000
121;0,858321
199;0,880397
288;0,440322
67;0,877851
122;0,884784
228;0,814028
101;0,373281
58;0,858787
43;0,884582
202;0,608283
217;0,157379
253;0,328701
197;0,148919
147;0,679873
202;0,184838
56;0,000000
245;0,858008
158;0,806856
196;0,676945
44;0,876048
32;0,880786
109;0,819060
36;0,951191
159;0,376027
182;0,686587
132;0,209287
262;0,456454
200;0,442443
267;0,449281
247;0,695672
254;0,715751
36;0,288157
211;0,748449
80;0,900270
139;0,048943
162;0,376204
252;0,736151
124;0,923349
283;0,520662
98;0,753885
253;0,719946
281;0,650691
105;0,839735
286;0,409475
160;0,267561
58;0,001206
88;0,849632
273;0,575990
216;0,288375
115;0,667300
226;0,889999
52;0,879112
263;0,493281
60;0,063066
205;0,572671
230;0,630963
241;0,654522
44;0,035071
189;0,656847
78;0,912151
257;0,528360
184;0,331931
75;0,000000
198;0,752127
284;0,455349
181;0,498069
65;0,829578
122;0,568860
248;0,408426
49;0,210763
284;0,411669
76;0,000000
156;0,079762
46;0,849219
239;0,371419
287;0,578769
251;0,319695
66;0,358942
262;0,394206
94;0,000000
201;0,835945
48;0,000000
100;0,523307
132;0,542238
249;0,538905
264;0,541587
234;0,374500
150;0,000000
55;0,113945
77;0,188096
251;0,331907
196;0,889158
260;0,688282
41;0,860855
104;0,883142
125;0,290320
110;0,089456
57;0,615005
217;0,367242
284;0,314950
127;0,469448
230;0,738225
90;0,000000
46;0,412211
66;0,900954
72;0,397056
125;0,305181
143;0,783945
101;0,714025
163;0,089426
39;0,000000
135;0,541538
40;0,628965
91;0,202723
39;0,846386
36;0,000000
184;0,853853
224;0,142072
86;0,464977
239;0,617609
237;0,486472
241;0,823892
276;0,248546
88;0,876663
255;0,340712
227;0,305391
93;0,000000
272;0,701774
56;0,000000
187;0,210058
70;0,914640
255;0,418299
247;0,472714
125;0,799360
81;0,779889
92;0,843472
280;0,521839
250;0,279567
73;0,840369
85;0,899997
280;0,430506
127;0,732580
169;0,844008
35;0,816353
137;0,644624
256;0,859832
281;0,665611
51;0,908541
126;0,558335
229;0,724364
53;0,766343
63;0,435116
226;0,931136
243;0,329241
87;0,360825
154;0,384532
143;0,083572
103;0,776128
112;0,344880
164;0,819756
91;0,898564
268;0,647274
173;0,785990
176;0,615099
136;0,897591
239;0,846233
69;0,564302
42;0,872433
238;0,498217
98;0,868638
37;0,912041
234;0,538895
40;0,551930
217;0,169540
239;0,802910
95;0,848636
144;0,000000
87;0,000000
93;0,000000
59;0,844877
121;0,843442
84;0,747403
244;0,798914
249;0,774091
276;0,639395
174;0,769617
57;0,000000
49;0,000000
154;0,164697
88;0,467683
264;0,704220
35;0,890648
234;0,791975
78;0,899054
92;0,889555
139;0,097834
50;0,000000
105;0,000000
277;0,275642
141;0,638716
214;0,517006
47;0,000000
168;0,531981
258;0,773432
158;0,330927
60;0,131341
196;0,368757
182;0,794002
286;0,636759
266;0,309756
64;0,821969
254;0,416936
229;0,706063
195;0,643006
41;0,000000
161;0,777675
256;0,447679
110;0,717937
102;0,000000
38;0,854175
228;0,234508
197;0,839252
265;0,615020
224;0,608968
154;0,818983
36;0,887576
44;0,510553
124;0,000000
65;0,882486
38;0,120936
231;0,698098
238;0,332385
190;0,572094
202;0,217891
98;0,891353
88;0,855460
143;0,209172
238;0,430329
49;0,844435
183;0,797927
109;0,325180
45;0,000000
124;0,562551
173;0,241907
224;0,286494
119;0,107617
95;0,129744
