Name;TP;TN;FP;FN;TPR;FPR;Precision;Recall;F1;FPPI;MissRate;EvaluationTimePerWindowMS;ValueShift;WorstFalsePositiveImages
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-30.000000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-29.799999;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-29.600000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-29.400000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-29.200001;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-29.000000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-28.799999;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-28.600000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-28.400000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-28.200001;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-28.000000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-27.799999;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-27.600000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-27.400000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-27.200001;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-27.000000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-26.799999;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-26.600000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-26.400000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-26.200001;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-26.000000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-25.799999;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-25.600000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-25.400000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-25.200001;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-25.000000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-24.799999;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-24.600000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-24.400000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-24.200001;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-24.000000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-23.799999;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-23.600000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-23.400000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-23.200001;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-23.000000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-22.799999;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-22.600000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-22.400000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-22.200001;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-22.000000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-21.799999;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-21.600000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-21.400000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-21.200001;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-21.000000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-20.799999;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-20.600000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-20.400000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-20.200001;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-20.000000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-19.799999;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-19.600000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-19.400000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-19.200001;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-19.000000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-18.799999;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-18.600000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-18.400000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-18.200001;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-18.000000;
HOG(RGB)+LBP(RGB)_round3;0;16768;0;4214;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);-1.000000;1.000000;1.745448;-17.799999;
