Name;TP;TN;FP;FN;TPR;FPR;Precision;Recall;F1;EvaluationTimePerWindowMS;ValueShift;
SURF(Depth);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.376751;-10.000000;
SURF(Depth);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.372824;-9.800000;
SURF(Depth);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.372955;-9.600000;
SURF(Depth);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.372562;-9.400000;
SURF(Depth);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.372169;-9.200000;
SURF(Depth);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.371907;-9.000000;
SURF(Depth);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.373216;-8.800000;
SURF(Depth);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.372169;-8.600000;
SURF(Depth);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.372300;-8.400000;
SURF(Depth);1;3819;0;3819;0.000262;0.000000;1.000000;0.000262;0.000523;1.374133;-8.200000;
SURF(Depth);3;3819;0;3817;0.000785;0.000000;1.000000;0.000785;0.001569;1.372824;-8.000000;
SURF(Depth);4;3819;0;3816;0.001047;0.000000;1.000000;0.001047;0.002092;1.373609;-7.800000;
SURF(Depth);7;3819;0;3813;0.001832;0.000000;1.000000;0.001832;0.003658;1.373478;-7.600000;
SURF(Depth);9;3819;0;3811;0.002356;0.000000;1.000000;0.002356;0.004701;1.373871;-7.400000;
SURF(Depth);12;3819;0;3808;0.003141;0.000000;1.000000;0.003141;0.006263;1.372562;-7.200000;
SURF(Depth);15;3819;0;3805;0.003927;0.000000;1.000000;0.003927;0.007823;1.373871;-7.000000;
SURF(Depth);17;3819;0;3803;0.004450;0.000000;1.000000;0.004450;0.008861;1.371384;-6.800000;
SURF(Depth);24;3819;0;3796;0.006283;0.000000;1.000000;0.006283;0.012487;1.371776;-6.600000;
SURF(Depth);25;3819;0;3795;0.006545;0.000000;1.000000;0.006545;0.013004;1.372562;-6.400000;
SURF(Depth);26;3819;0;3794;0.006806;0.000000;1.000000;0.006806;0.013521;1.372038;-6.200000;
SURF(Depth);34;3819;0;3786;0.008901;0.000000;1.000000;0.008901;0.017644;1.373085;-6.000000;
SURF(Depth);34;3818;1;3786;0.008901;0.000262;0.971429;0.008901;0.017639;1.371907;-5.800000;
SURF(Depth);34;3818;1;3786;0.008901;0.000262;0.971429;0.008901;0.017639;1.373347;-5.600000;
SURF(Depth);35;3818;1;3785;0.009162;0.000262;0.972222;0.009162;0.018154;1.373478;-5.400000;
SURF(Depth);39;3815;4;3781;0.010209;0.001047;0.906977;0.010209;0.020192;1.373216;-5.200000;
SURF(Depth);39;3815;4;3781;0.010209;0.001047;0.906977;0.010209;0.020192;1.372038;-5.000000;
SURF(Depth);39;3815;4;3781;0.010209;0.001047;0.906977;0.010209;0.020192;1.373871;-4.800000;
SURF(Depth);39;3815;4;3781;0.010209;0.001047;0.906977;0.010209;0.020192;1.373216;-4.600000;
SURF(Depth);39;3815;4;3781;0.010209;0.001047;0.906977;0.010209;0.020192;1.371515;-4.400000;
SURF(Depth);39;3815;4;3781;0.010209;0.001047;0.906977;0.010209;0.020192;1.372562;-4.200000;
SURF(Depth);40;3815;4;3780;0.010471;0.001047;0.909091;0.010471;0.020704;1.372693;-4.000000;
SURF(Depth);41;3815;4;3779;0.010733;0.001047;0.911111;0.010733;0.021216;1.372693;-3.800000;
SURF(Depth);42;3815;4;3778;0.010995;0.001047;0.913043;0.010995;0.021728;1.372824;-3.600000;
SURF(Depth);47;3815;4;3773;0.012304;0.001047;0.921569;0.012304;0.024283;1.372038;-3.400000;
SURF(Depth);64;3815;4;3756;0.016754;0.001047;0.941176;0.016754;0.032922;1.371646;-3.200000;
SURF(Depth);93;3815;4;3727;0.024346;0.001047;0.958763;0.024346;0.047485;1.373216;-3.000000;
SURF(Depth);126;3814;5;3694;0.032984;0.001309;0.961832;0.032984;0.063781;1.372824;-2.800000;
SURF(Depth);177;3814;5;3643;0.046335;0.001309;0.972527;0.046335;0.088456;1.373085;-2.600000;
SURF(Depth);265;3814;5;3555;0.069372;0.001309;0.981481;0.069372;0.129584;1.371646;-2.400000;
SURF(Depth);378;3808;11;3442;0.098953;0.002880;0.971722;0.098953;0.179615;1.373609;-2.200000;
SURF(Depth);518;3803;16;3302;0.135602;0.004190;0.970037;0.135602;0.237942;1.372824;-2.000000;
SURF(Depth);753;3788;31;3067;0.197120;0.008117;0.960459;0.197120;0.327107;1.372562;-1.800000;
SURF(Depth);934;3780;39;2886;0.244503;0.010212;0.959918;0.244503;0.389735;1.372169;-1.600000;
SURF(Depth);1149;3766;53;2671;0.300785;0.013878;0.955907;0.300785;0.457587;1.372300;-1.400000;
SURF(Depth);1378;3748;71;2442;0.360733;0.018591;0.951001;0.360733;0.523059;1.371646;-1.200000;
SURF(Depth);1677;3720;99;2143;0.439005;0.025923;0.944257;0.439005;0.599357;1.371646;-1.000000;
SURF(Depth);1866;3682;137;1954;0.488482;0.035873;0.931603;0.488482;0.640907;1.373347;-0.800000;
SURF(Depth);2092;3640;179;1728;0.547644;0.046871;0.921180;0.547644;0.686915;1.372431;-0.600000;
SURF(Depth);2301;3595;224;1519;0.602356;0.058654;0.911287;0.602356;0.725296;1.372824;-0.400000;
SURF(Depth);2479;3555;264;1341;0.648953;0.069128;0.903755;0.648953;0.755447;1.372562;-0.200000;
SURF(Depth);2565;3489;330;1255;0.671466;0.086410;0.886010;0.671466;0.763961;1.371253;0.000000;
SURF(Depth);3495;2533;1286;325;0.914921;0.336737;0.731019;0.914921;0.812696;1.371515;0.200000;
SURF(Depth);3572;2421;1398;248;0.935079;0.366064;0.718712;0.935079;0.812742;1.372824;0.400000;
SURF(Depth);3634;2240;1579;186;0.951309;0.413459;0.697103;0.951309;0.804605;1.372824;0.600000;
SURF(Depth);3676;2100;1719;144;0.962304;0.450118;0.681372;0.962304;0.797830;1.372824;0.800000;
SURF(Depth);3712;1938;1881;108;0.971728;0.492537;0.663687;0.971728;0.788696;1.372038;1.000000;
SURF(Depth);3727;1797;2022;93;0.975654;0.529458;0.648287;0.975654;0.778974;1.372693;1.200000;
SURF(Depth);3755;1510;2309;65;0.982984;0.604609;0.619228;0.982984;0.759814;1.372824;1.400000;
SURF(Depth);3761;1333;2486;59;0.984555;0.650956;0.602049;0.984555;0.747194;1.373216;1.600000;
SURF(Depth);3765;1166;2653;55;0.985602;0.694684;0.586631;0.985602;0.735495;1.372431;1.800000;
SURF(Depth);3770;890;2929;50;0.986911;0.766955;0.562771;0.986911;0.716798;1.373347;2.000000;
SURF(Depth);3772;734;3085;48;0.987435;0.807803;0.550095;0.987435;0.706566;1.374264;2.200000;
SURF(Depth);3772;619;3200;48;0.987435;0.837916;0.541021;0.987435;0.699036;1.374656;2.400000;
SURF(Depth);3773;503;3316;47;0.987696;0.868290;0.532233;0.987696;0.691722;1.372300;2.600000;
SURF(Depth);3773;404;3415;47;0.987696;0.894213;0.524903;0.987696;0.685501;1.371646;2.800000;
SURF(Depth);3774;338;3481;46;0.987958;0.911495;0.520193;0.987958;0.681535;1.372169;3.000000;
SURF(Depth);3775;269;3550;45;0.988220;0.929563;0.515358;0.988220;0.677434;1.372038;3.200000;
SURF(Depth);3775;215;3604;45;0.988220;0.943703;0.511587;0.988220;0.674167;1.372693;3.400000;
SURF(Depth);3775;174;3645;45;0.988220;0.954438;0.508760;0.988220;0.671708;1.372562;3.600000;
SURF(Depth);3820;133;3686;0;1.000000;0.965174;0.508926;1.000000;0.674554;1.373478;3.800000;
SURF(Depth);3820;102;3717;0;1.000000;0.973291;0.506833;1.000000;0.672713;1.373347;4.000000;
SURF(Depth);3820;83;3736;0;1.000000;0.978267;0.505558;1.000000;0.671589;1.371384;4.200000;
SURF(Depth);3820;70;3749;0;1.000000;0.981671;0.504690;1.000000;0.670823;1.371646;4.400000;
SURF(Depth);3820;54;3765;0;1.000000;0.985860;0.503626;1.000000;0.669882;1.372431;4.600000;
SURF(Depth);3820;41;3778;0;1.000000;0.989264;0.502764;1.000000;0.669119;1.374002;4.800000;
SURF(Depth);3820;36;3783;0;1.000000;0.990573;0.502433;1.000000;0.668826;1.373347;5.000000;
SURF(Depth);3820;35;3784;0;1.000000;0.990835;0.502367;1.000000;0.668768;1.372169;5.200000;
SURF(Depth);3820;32;3787;0;1.000000;0.991621;0.502169;1.000000;0.668592;1.373347;5.400000;
SURF(Depth);3820;29;3790;0;1.000000;0.992406;0.501971;1.000000;0.668416;1.371907;5.600000;
SURF(Depth);3820;22;3797;0;1.000000;0.994239;0.501510;1.000000;0.668007;1.372431;5.800000;
SURF(Depth);3820;21;3798;0;1.000000;0.994501;0.501444;1.000000;0.667949;1.372955;6.000000;
SURF(Depth);3820;19;3800;0;1.000000;0.995025;0.501312;1.000000;0.667832;1.372562;6.200000;
SURF(Depth);3820;11;3808;0;1.000000;0.997120;0.500787;1.000000;0.667365;1.372693;6.400000;
SURF(Depth);3820;10;3809;0;1.000000;0.997382;0.500721;1.000000;0.667307;1.372300;6.600000;
SURF(Depth);3820;9;3810;0;1.000000;0.997643;0.500655;1.000000;0.667249;1.372693;6.800000;
SURF(Depth);3820;9;3810;0;1.000000;0.997643;0.500655;1.000000;0.667249;1.373085;7.000000;
SURF(Depth);3820;8;3811;0;1.000000;0.997905;0.500590;1.000000;0.667191;1.373347;7.200000;
SURF(Depth);3820;4;3815;0;1.000000;0.998953;0.500327;1.000000;0.666958;1.373347;7.400000;
SURF(Depth);3820;0;3819;0;1.000000;1.000000;0.500065;1.000000;0.666725;1.372431;7.600000;
SURF(Depth);3820;0;3819;0;1.000000;1.000000;0.500065;1.000000;0.666725;1.373609;7.800000;
SURF(Depth);3820;0;3819;0;1.000000;1.000000;0.500065;1.000000;0.666725;1.374525;8.000000;
SURF(Depth);3820;0;3819;0;1.000000;1.000000;0.500065;1.000000;0.666725;1.371776;8.200000;
SURF(Depth);3820;0;3819;0;1.000000;1.000000;0.500065;1.000000;0.666725;1.373347;8.400000;
SURF(Depth);3820;0;3819;0;1.000000;1.000000;0.500065;1.000000;0.666725;1.372824;8.600000;
SURF(Depth);3820;0;3819;0;1.000000;1.000000;0.500065;1.000000;0.666725;1.374264;8.800000;
SURF(Depth);3820;0;3819;0;1.000000;1.000000;0.500065;1.000000;0.666725;1.373216;9.000000;
SURF(Depth);3820;0;3819;0;1.000000;1.000000;0.500065;1.000000;0.666725;1.372169;9.200000;
SURF(Depth);3820;0;3819;0;1.000000;1.000000;0.500065;1.000000;0.666725;1.371907;9.400000;
SURF(Depth);3820;0;3819;0;1.000000;1.000000;0.500065;1.000000;0.666725;1.372693;9.600000;
SURF(Depth);3820;0;3819;0;1.000000;1.000000;0.500065;1.000000;0.666725;1.372693;9.800000;
S2HoG(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.480037;-10.000000;
S2HoG(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.478204;-9.800000;
S2HoG(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.476633;-9.600000;
S2HoG(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.477942;-9.400000;
S2HoG(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.476764;-9.200000;
S2HoG(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.477288;-9.000000;
S2HoG(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.478204;-8.800000;
S2HoG(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.477680;-8.600000;
S2HoG(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.477549;-8.400000;
S2HoG(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.477026;-8.200000;
S2HoG(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.477680;-8.000000;
S2HoG(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.477549;-7.800000;
S2HoG(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.475979;-7.600000;
S2HoG(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.477419;-7.400000;
S2HoG(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.477549;-7.200000;
S2HoG(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.475717;-7.000000;
S2HoG(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.477942;-6.800000;
S2HoG(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.476633;-6.600000;
S2HoG(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.477288;-6.400000;
S2HoG(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.476895;-6.200000;
S2HoG(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.475979;-6.000000;
S2HoG(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.475586;-5.800000;
S2HoG(RGB);0;3819;0;3820;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.477419;-5.600000;
S2HoG(RGB);0;3818;1;3820;0.000000;0.000262;0.000000;0.000000;-nan(ind);1.477157;-5.400000;
S2HoG(RGB);0;3818;1;3820;0.000000;0.000262;0.000000;0.000000;-nan(ind);1.475717;-5.200000;
S2HoG(RGB);0;3818;1;3820;0.000000;0.000262;0.000000;0.000000;-nan(ind);1.477026;-5.000000;
S2HoG(RGB);0;3818;1;3820;0.000000;0.000262;0.000000;0.000000;-nan(ind);1.477157;-4.800000;
S2HoG(RGB);0;3818;1;3820;0.000000;0.000262;0.000000;0.000000;-nan(ind);1.477026;-4.600000;
S2HoG(RGB);0;3818;1;3820;0.000000;0.000262;0.000000;0.000000;-nan(ind);1.477288;-4.400000;
S2HoG(RGB);0;3818;1;3820;0.000000;0.000262;0.000000;0.000000;-nan(ind);1.476109;-4.200000;
S2HoG(RGB);0;3817;2;3820;0.000000;0.000524;0.000000;0.000000;-nan(ind);1.477811;-4.000000;
S2HoG(RGB);0;3817;2;3820;0.000000;0.000524;0.000000;0.000000;-nan(ind);1.476633;-3.800000;
S2HoG(RGB);1;3815;4;3819;0.000262;0.001047;0.200000;0.000262;0.000523;1.477288;-3.600000;
S2HoG(RGB);1;3813;6;3819;0.000262;0.001571;0.142857;0.000262;0.000523;1.477549;-3.400000;
S2HoG(RGB);1;3813;6;3819;0.000262;0.001571;0.142857;0.000262;0.000523;1.478204;-3.200000;
S2HoG(RGB);1;3813;6;3819;0.000262;0.001571;0.142857;0.000262;0.000523;1.477419;-3.000000;
S2HoG(RGB);1;3813;6;3819;0.000262;0.001571;0.142857;0.000262;0.000523;1.478858;-2.800000;
S2HoG(RGB);3;3813;6;3817;0.000785;0.001571;0.333333;0.000785;0.001567;1.475586;-2.600000;
S2HoG(RGB);4;3813;6;3816;0.001047;0.001571;0.400000;0.001047;0.002089;1.477549;-2.400000;
S2HoG(RGB);11;3813;6;3809;0.002880;0.001571;0.647059;0.002880;0.005734;1.476109;-2.200000;
S2HoG(RGB);44;3805;14;3776;0.011518;0.003666;0.758621;0.011518;0.022692;1.476109;-2.000000;
S2HoG(RGB);150;3798;21;3670;0.039267;0.005499;0.877193;0.039267;0.075169;1.477026;-1.800000;
S2HoG(RGB);390;3781;38;3430;0.102094;0.009950;0.911215;0.102094;0.183616;1.476109;-1.600000;
S2HoG(RGB);740;3742;77;3080;0.193717;0.020162;0.905753;0.193717;0.319172;1.476895;-1.400000;
S2HoG(RGB);1171;3679;140;2649;0.306545;0.036659;0.893211;0.306545;0.456441;1.476502;-1.200000;
S2HoG(RGB);1649;3607;212;2171;0.431675;0.055512;0.886083;0.431675;0.580532;1.476502;-1.000000;
S2HoG(RGB);2101;3509;310;1719;0.550000;0.081173;0.871423;0.550000;0.674370;1.477157;-0.800000;
S2HoG(RGB);2478;3380;439;1342;0.648691;0.114952;0.849503;0.648691;0.735639;1.477157;-0.600000;
S2HoG(RGB);2808;3266;553;1012;0.735079;0.144802;0.835466;0.735079;0.782064;1.477288;-0.400000;
S2HoG(RGB);3076;3116;703;744;0.805236;0.184080;0.813972;0.805236;0.809580;1.476109;-0.200000;
S2HoG(RGB);3248;2980;839;572;0.850262;0.219691;0.794715;0.850262;0.821551;1.475979;0.000000;
S2HoG(RGB);3396;2836;983;424;0.889005;0.257397;0.775520;0.889005;0.828394;1.476502;0.200000;
S2HoG(RGB);3498;2699;1120;322;0.915707;0.293270;0.757471;0.915707;0.829106;1.476895;0.400000;
S2HoG(RGB);3571;2571;1248;249;0.934817;0.326787;0.741025;0.934817;0.826716;1.477288;0.600000;
S2HoG(RGB);3630;2451;1368;190;0.950262;0.358209;0.726291;0.950262;0.823316;1.477680;0.800000;
S2HoG(RGB);3678;2332;1487;142;0.962827;0.389369;0.712101;0.962827;0.818698;1.476633;1.000000;
S2HoG(RGB);3709;2212;1607;111;0.970942;0.420791;0.697705;0.970942;0.811953;1.476502;1.200000;
S2HoG(RGB);3726;2096;1723;94;0.975393;0.451165;0.683795;0.975393;0.803970;1.476764;1.400000;
S2HoG(RGB);3748;1982;1837;72;0.981152;0.481016;0.671083;0.981152;0.797023;1.476895;1.600000;
S2HoG(RGB);3763;1893;1926;57;0.985079;0.504321;0.661452;0.985079;0.791461;1.475979;1.800000;
S2HoG(RGB);3775;1793;2026;45;0.988220;0.530505;0.650750;0.988220;0.784742;1.475979;2.000000;
S2HoG(RGB);3792;1684;2135;28;0.992670;0.559047;0.639784;0.992670;0.778086;1.477942;2.200000;
S2HoG(RGB);3797;1588;2231;23;0.993979;0.584184;0.629894;0.993979;0.771121;1.477157;2.400000;
S2HoG(RGB);3806;1492;2327;14;0.996335;0.609322;0.620577;0.996335;0.764795;1.477419;2.600000;
S2HoG(RGB);3808;1395;2424;12;0.996859;0.634721;0.611040;0.996859;0.757660;1.477419;2.800000;
S2HoG(RGB);3809;1309;2510;11;0.997120;0.657240;0.602785;0.997120;0.751356;1.478335;3.000000;
S2HoG(RGB);3810;1242;2577;10;0.997382;0.674784;0.596524;0.997382;0.746546;1.477811;3.200000;
S2HoG(RGB);3810;1183;2636;10;0.997382;0.690233;0.591064;0.997382;0.742256;1.478073;3.400000;
S2HoG(RGB);3810;1119;2700;10;0.997382;0.706991;0.585253;0.997382;0.737657;1.476371;3.600000;
