Name;TP;TN;FP;FN;TPR;FPR;Precision;Recall;F1;EvaluationTimePerWindowMS;ValueShift;
HoG(RGB)+S2HoG(RGB);114;3819;0;3706;0.029843;0.000000;1.000000;0.029843;0.057956;2.012436;-10.000000;
HoG(RGB)+S2HoG(RGB);134;3819;0;3686;0.035079;0.000000;1.000000;0.035079;0.067779;2.007200;-9.800000;
HoG(RGB)+S2HoG(RGB);156;3819;0;3664;0.040838;0.000000;1.000000;0.040838;0.078471;2.004582;-9.600000;
HoG(RGB)+S2HoG(RGB);185;3819;0;3635;0.048429;0.000000;1.000000;0.048429;0.092385;2.005629;-9.400000;
HoG(RGB)+S2HoG(RGB);215;3819;0;3605;0.056283;0.000000;1.000000;0.056283;0.106568;2.006807;-9.200000;
HoG(RGB)+S2HoG(RGB);248;3818;1;3572;0.064921;0.000262;0.995984;0.064921;0.121897;2.009687;-9.000000;
HoG(RGB)+S2HoG(RGB);289;3818;1;3531;0.075654;0.000262;0.996552;0.075654;0.140633;2.008378;-8.800000;
HoG(RGB)+S2HoG(RGB);334;3818;1;3486;0.087435;0.000262;0.997015;0.087435;0.160770;2.008116;-8.600000;
HoG(RGB)+S2HoG(RGB);378;3818;1;3442;0.098953;0.000262;0.997361;0.098953;0.180043;2.007069;-8.400000;
HoG(RGB)+S2HoG(RGB);424;3817;2;3396;0.110995;0.000524;0.995305;0.110995;0.199717;2.007854;-8.200000;
HoG(RGB)+S2HoG(RGB);467;3817;2;3353;0.122251;0.000524;0.995736;0.122251;0.217766;2.006807;-8.000000;
HoG(RGB)+S2HoG(RGB);543;3817;2;3277;0.142147;0.000524;0.996330;0.142147;0.248797;2.005629;-7.800000;
HoG(RGB)+S2HoG(RGB);599;3817;2;3221;0.156806;0.000524;0.996672;0.156806;0.270979;2.005891;-7.600000;
HoG(RGB)+S2HoG(RGB);650;3817;2;3170;0.170157;0.000524;0.996933;0.170157;0.290698;2.007462;-7.400000;
HoG(RGB)+S2HoG(RGB);731;3817;2;3089;0.191361;0.000524;0.997271;0.191361;0.321107;2.006022;-7.200000;
HoG(RGB)+S2HoG(RGB);797;3817;2;3023;0.208639;0.000524;0.997497;0.208639;0.345096;2.004582;-7.000000;
HoG(RGB)+S2HoG(RGB);874;3817;2;2946;0.228796;0.000524;0.997717;0.228796;0.372232;2.006545;-6.800000;
HoG(RGB)+S2HoG(RGB);951;3817;2;2869;0.248953;0.000524;0.997901;0.248953;0.398492;2.007200;-6.600000;
HoG(RGB)+S2HoG(RGB);1044;3816;3;2776;0.273298;0.000786;0.997135;0.273298;0.429012;2.005760;-6.400000;
HoG(RGB)+S2HoG(RGB);1123;3816;3;2697;0.293979;0.000786;0.997336;0.293979;0.454104;2.003927;-6.200000;
HoG(RGB)+S2HoG(RGB);1210;3815;4;2610;0.316754;0.001047;0.996705;0.316754;0.480731;2.007331;-6.000000;
HoG(RGB)+S2HoG(RGB);1307;3814;5;2513;0.342147;0.001309;0.996189;0.342147;0.509353;2.006676;-5.800000;
HoG(RGB)+S2HoG(RGB);1412;3814;5;2408;0.369634;0.001309;0.996471;0.369634;0.539240;2.004974;-5.600000;
HoG(RGB)+S2HoG(RGB);1505;3813;6;2315;0.393979;0.001571;0.996029;0.393979;0.564622;2.006545;-5.400000;
HoG(RGB)+S2HoG(RGB);1590;3813;6;2230;0.416230;0.001571;0.996241;0.416230;0.587149;2.006545;-5.200000;
HoG(RGB)+S2HoG(RGB);1700;3810;9;2120;0.445026;0.002357;0.994734;0.445026;0.614939;2.008378;-5.000000;
HoG(RGB)+S2HoG(RGB);1792;3810;9;2028;0.469110;0.002357;0.995003;0.469110;0.637609;2.005105;-4.800000;
HoG(RGB)+S2HoG(RGB);1888;3810;9;1932;0.494241;0.002357;0.995256;0.494241;0.660486;2.008902;-4.600000;
HoG(RGB)+S2HoG(RGB);1985;3809;10;1835;0.519634;0.002618;0.994987;0.519634;0.682717;2.006545;-4.400000;
HoG(RGB)+S2HoG(RGB);2078;3808;11;1742;0.543979;0.002880;0.994734;0.543979;0.703334;2.006284;-4.200000;
HoG(RGB)+S2HoG(RGB);2191;3804;15;1629;0.573560;0.003928;0.993200;0.573560;0.727182;2.006284;-4.000000;
HoG(RGB)+S2HoG(RGB);2295;3801;18;1525;0.600785;0.004713;0.992218;0.600785;0.748410;2.006938;-3.800000;
HoG(RGB)+S2HoG(RGB);2402;3798;21;1418;0.628796;0.005499;0.991333;0.628796;0.769502;2.007854;-3.600000;
HoG(RGB)+S2HoG(RGB);2468;3792;27;1352;0.646073;0.007070;0.989178;0.646073;0.781631;2.007331;-3.400000;
HoG(RGB)+S2HoG(RGB);2554;3792;27;1266;0.668586;0.007070;0.989539;0.668586;0.798000;2.005891;-3.200000;
