Name;TP;TN;FP;FN;TPR;FPR;Precision;Recall;F1;EvaluationTimePerWindowMS;ValueShift;
S2HoG(RGB);0;3818;1;3820;0.000000;0.000262;0.000000;0.000000;-nan(ind);1.114020;-5.200000;
S2HoG(RGB);0;3818;1;3820;0.000000;0.000262;0.000000;0.000000;-nan(ind);1.114544;-5.000000;
S2HoG(RGB);0;3818;1;3820;0.000000;0.000262;0.000000;0.000000;-nan(ind);1.114020;-4.800000;
S2HoG(RGB);0;3818;1;3820;0.000000;0.000262;0.000000;0.000000;-nan(ind);1.113627;-4.600000;
S2HoG(RGB);0;3818;1;3820;0.000000;0.000262;0.000000;0.000000;-nan(ind);1.115591;-4.400000;
S2HoG(RGB);0;3818;1;3820;0.000000;0.000262;0.000000;0.000000;-nan(ind);1.114544;-4.200000;
S2HoG(RGB);0;3817;2;3820;0.000000;0.000524;0.000000;0.000000;-nan(ind);1.114675;-4.000000;
S2HoG(RGB);0;3817;2;3820;0.000000;0.000524;0.000000;0.000000;-nan(ind);1.114020;-3.800000;
S2HoG(RGB);1;3815;4;3819;0.000262;0.001047;0.200000;0.000262;0.000523;1.114413;-3.600000;
S2HoG(RGB);1;3813;6;3819;0.000262;0.001571;0.142857;0.000262;0.000523;1.114675;-3.400000;
S2HoG(RGB);1;3813;6;3819;0.000262;0.001571;0.142857;0.000262;0.000523;1.114675;-3.200000;
S2HoG(RGB);1;3813;6;3819;0.000262;0.001571;0.142857;0.000262;0.000523;1.114544;-3.000000;
S2HoG(RGB);1;3813;6;3819;0.000262;0.001571;0.142857;0.000262;0.000523;1.113627;-2.800000;
S2HoG(RGB);3;3813;6;3817;0.000785;0.001571;0.333333;0.000785;0.001567;1.114020;-2.600000;
S2HoG(RGB);4;3813;6;3816;0.001047;0.001571;0.400000;0.001047;0.002089;1.114020;-2.400000;
S2HoG(RGB);11;3813;6;3809;0.002880;0.001571;0.647059;0.002880;0.005734;1.114020;-2.200000;
S2HoG(RGB);44;3805;14;3776;0.011518;0.003666;0.758621;0.011518;0.022692;1.114151;-2.000000;
S2HoG(RGB);150;3798;21;3670;0.039267;0.005499;0.877193;0.039267;0.075169;1.112842;-1.800000;
S2HoG(RGB);390;3781;38;3430;0.102094;0.009950;0.911215;0.102094;0.183616;1.114806;-1.600000;
S2HoG(RGB);740;3742;77;3080;0.193717;0.020162;0.905753;0.193717;0.319172;1.114937;-1.400000;
S2HoG(RGB);1171;3679;140;2649;0.306545;0.036659;0.893211;0.306545;0.456441;1.114413;-1.200000;
S2HoG(RGB);1649;3607;212;2171;0.431675;0.055512;0.886083;0.431675;0.580532;1.114413;-1.000000;
S2HoG(RGB);2101;3509;310;1719;0.550000;0.081173;0.871423;0.550000;0.674370;1.114151;-0.800000;
S2HoG(RGB);2478;3380;439;1342;0.648691;0.114952;0.849503;0.648691;0.735639;1.114020;-0.600000;
S2HoG(RGB);2808;3266;553;1012;0.735079;0.144802;0.835466;0.735079;0.782064;1.114413;-0.400000;
S2HoG(RGB);3076;3116;703;744;0.805236;0.184080;0.813972;0.805236;0.809580;1.114675;-0.200000;
S2HoG(RGB);3248;2980;839;572;0.850262;0.219691;0.794715;0.850262;0.821551;1.114413;0.000000;
S2HoG(RGB);3396;2836;983;424;0.889005;0.257397;0.775520;0.889005;0.828394;1.114020;0.200000;
S2HoG(RGB);3498;2699;1120;322;0.915707;0.293270;0.757471;0.915707;0.829106;1.114282;0.400000;
S2HoG(RGB);3571;2571;1248;249;0.934817;0.326787;0.741025;0.934817;0.826716;1.113627;0.600000;
S2HoG(RGB);3630;2451;1368;190;0.950262;0.358209;0.726291;0.950262;0.823316;1.113889;0.800000;
S2HoG(RGB);3678;2332;1487;142;0.962827;0.389369;0.712101;0.962827;0.818698;1.113497;1.000000;
S2HoG(RGB);3709;2212;1607;111;0.970942;0.420791;0.697705;0.970942;0.811953;1.113627;1.200000;
S2HoG(RGB);3726;2096;1723;94;0.975393;0.451165;0.683795;0.975393;0.803970;1.114151;1.400000;
S2HoG(RGB);3748;1982;1837;72;0.981152;0.481016;0.671083;0.981152;0.797023;1.114544;1.600000;
S2HoG(RGB);3763;1893;1926;57;0.985079;0.504321;0.661452;0.985079;0.791461;1.114413;1.800000;
S2HoG(RGB);3775;1793;2026;45;0.988220;0.530505;0.650750;0.988220;0.784742;1.114020;2.000000;
S2HoG(RGB);3792;1684;2135;28;0.992670;0.559047;0.639784;0.992670;0.778086;1.114282;2.200000;
S2HoG(RGB);3797;1588;2231;23;0.993979;0.584184;0.629894;0.993979;0.771121;1.114675;2.400000;
S2HoG(RGB);3806;1492;2327;14;0.996335;0.609322;0.620577;0.996335;0.764795;1.115067;2.600000;
S2HoG(RGB);3808;1395;2424;12;0.996859;0.634721;0.611040;0.996859;0.757660;1.113104;2.800000;
S2HoG(RGB);3809;1309;2510;11;0.997120;0.657240;0.602785;0.997120;0.751356;1.113758;3.000000;
S2HoG(RGB);3810;1242;2577;10;0.997382;0.674784;0.596524;0.997382;0.746546;1.114020;3.200000;
S2HoG(RGB);3810;1183;2636;10;0.997382;0.690233;0.591064;0.997382;0.742256;1.113889;3.400000;
S2HoG(RGB);3810;1119;2700;10;0.997382;0.706991;0.585253;0.997382;0.737657;1.115460;3.600000;
S2HoG(RGB);3810;1056;2763;10;0.997382;0.723488;0.579644;0.997382;0.733186;1.114544;3.800000;
S2HoG(RGB);3814;992;2827;6;0.998429;0.740246;0.574311;0.998429;0.729185;1.114282;4.000000;
S2HoG(RGB);3816;935;2884;4;0.998953;0.755172;0.569552;0.998953;0.725475;1.114544;4.200000;
S2HoG(RGB);3818;873;2946;2;0.999476;0.771406;0.564459;0.999476;0.721466;1.114151;4.400000;
S2HoG(RGB);3818;799;3020;2;0.999476;0.790783;0.558350;0.999476;0.716457;1.113235;4.600000;
S2HoG(RGB);3818;754;3065;2;0.999476;0.802566;0.554700;0.999476;0.713445;1.114806;4.800000;
S2HoG(RGB);3818;710;3109;2;0.999476;0.814087;0.551177;0.999476;0.710524;1.114806;5.000000;
S2HoG(RGB);3818;660;3159;2;0.999476;0.827180;0.547227;0.999476;0.707233;1.113104;5.200000;
S2HoG(RGB);3818;623;3196;2;0.999476;0.836868;0.544340;0.999476;0.704818;1.114020;5.400000;
S2HoG(RGB);3818;579;3240;2;0.999476;0.848390;0.540946;0.999476;0.701967;1.114282;5.600000;
S2HoG(RGB);3820;526;3293;0;1.000000;0.862268;0.537045;1.000000;0.698802;1.114675;5.800000;
S2HoG(RGB);3820;493;3326;0;1.000000;0.870909;0.534565;1.000000;0.696699;1.115329;6.000000;
S2HoG(RGB);3820;461;3358;0;1.000000;0.879288;0.532182;1.000000;0.694672;1.115460;6.200000;
S2HoG(RGB);3820;435;3384;0;1.000000;0.886096;0.530261;1.000000;0.693033;1.114151;6.400000;
S2HoG(RGB);3820;403;3416;0;1.000000;0.894475;0.527916;1.000000;0.691027;1.114413;6.600000;
S2HoG(RGB);3820;365;3454;0;1.000000;0.904425;0.525158;1.000000;0.688661;1.114282;6.800000;
S2HoG(RGB);3820;328;3491;0;1.000000;0.914114;0.522500;1.000000;0.686371;1.113889;7.000000;
S2HoG(RGB);3820;302;3517;0;1.000000;0.920922;0.520649;1.000000;0.684772;1.113627;7.200000;
S2HoG(RGB);3820;277;3542;0;1.000000;0.927468;0.518881;1.000000;0.683241;1.113889;7.400000;
S2HoG(RGB);3820;253;3566;0;1.000000;0.933752;0.517195;1.000000;0.681778;1.114413;7.600000;
S2HoG(RGB);3820;233;3586;0;1.000000;0.938989;0.515798;1.000000;0.680563;1.114937;7.800000;
S2HoG(RGB);3820;214;3605;0;1.000000;0.943964;0.514478;1.000000;0.679413;1.114675;8.000000;
S2HoG(RGB);3820;202;3617;0;1.000000;0.947107;0.513648;1.000000;0.678689;1.114413;8.200000;
S2HoG(RGB);3820;183;3636;0;1.000000;0.952082;0.512339;1.000000;0.677545;1.114151;8.400000;
S2HoG(RGB);3820;172;3647;0;1.000000;0.954962;0.511584;1.000000;0.676885;1.113627;8.600000;
S2HoG(RGB);3820;162;3657;0;1.000000;0.957581;0.510900;1.000000;0.676286;1.114151;8.800000;
S2HoG(RGB);3820;148;3671;0;1.000000;0.961246;0.509945;1.000000;0.675449;1.114544;9.000000;
S2HoG(RGB);3820;128;3691;0;1.000000;0.966483;0.508587;1.000000;0.674256;1.115329;9.200000;
S2HoG(RGB);3820;112;3707;0;1.000000;0.970673;0.507506;1.000000;0.673306;1.114544;9.400000;
