Name;TP;TN;FP;FN;TPR;FPR;Precision;Recall;F1;EvaluationTimePerWindowMS;ValueShift;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);2232;3817;2;1588;0.584293;0.000524;0.999105;0.584293;0.737364;3.157350;-10.000000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);2271;3817;2;1549;0.594503;0.000524;0.999120;0.594503;0.745446;3.150020;-9.800000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);2308;3817;2;1512;0.604188;0.000524;0.999134;0.604188;0.753018;3.152769;-9.600000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);2356;3817;2;1464;0.616754;0.000524;0.999152;0.616754;0.762706;3.149234;-9.400000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);2407;3816;3;1413;0.630105;0.000786;0.998755;0.630105;0.772713;3.147925;-9.200000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);2438;3816;3;1382;0.638220;0.000786;0.998771;0.638220;0.778789;3.146092;-9.000000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);2485;3816;3;1335;0.650524;0.000786;0.998794;0.650524;0.787888;3.147401;-8.800000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);2524;3816;3;1296;0.660733;0.000786;0.998813;0.660733;0.795336;3.146354;-8.600000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);2569;3816;3;1251;0.672513;0.000786;0.998834;0.672513;0.803817;3.148972;-8.400000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);2595;3816;3;1225;0.679319;0.000786;0.998845;0.679319;0.808663;3.150151;-8.200000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);2632;3815;4;1188;0.689005;0.001047;0.998483;0.689005;0.815366;3.152245;-8.000000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);2666;3815;4;1154;0.697906;0.001047;0.998502;0.697906;0.821572;3.146092;-7.800000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);2700;3815;4;1120;0.706806;0.001047;0.998521;0.706806;0.827713;3.146223;-7.600000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);2733;3815;4;1087;0.715445;0.001047;0.998539;0.715445;0.833613;3.156565;-7.400000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);2774;3814;5;1046;0.726178;0.001309;0.998201;0.726178;0.840733;3.152638;-7.200000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);2816;3814;5;1004;0.737173;0.001309;0.998228;0.737173;0.848065;3.145438;-7.000000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);2862;3814;5;958;0.749215;0.001309;0.998256;0.749215;0.855989;3.147925;-6.800000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);2892;3814;5;928;0.757068;0.001309;0.998274;0.757068;0.861099;3.146092;-6.600000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);2925;3813;6;895;0.765707;0.001571;0.997953;0.765707;0.866538;3.148841;-6.400000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);2964;3813;6;856;0.775916;0.001571;0.997980;0.775916;0.873049;3.148972;-6.200000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);2998;3812;7;822;0.784817;0.001833;0.997671;0.784817;0.878535;3.146354;-6.000000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);3031;3812;7;789;0.793455;0.001833;0.997696;0.793455;0.883931;3.147009;-5.800000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);3058;3810;9;762;0.800524;0.002357;0.997066;0.800524;0.888050;3.148972;-5.600000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);3084;3809;10;736;0.807330;0.002618;0.996768;0.807330;0.892103;3.148841;-5.400000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);3112;3808;11;708;0.814660;0.002880;0.996478;0.814660;0.896442;3.148711;-5.200000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);3142;3808;11;678;0.822513;0.002880;0.996511;0.822513;0.901190;3.151329;-5.000000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);3167;3808;11;653;0.829058;0.002880;0.996539;0.829058;0.905116;3.147794;-4.800000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);3191;3807;12;629;0.835340;0.003142;0.996254;0.835340;0.908728;3.143082;-4.600000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);3211;3807;12;609;0.840576;0.003142;0.996277;0.840576;0.911827;3.147140;-4.400000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);3237;3806;13;583;0.847382;0.003404;0.996000;0.847382;0.915700;3.143736;-4.200000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);3262;3806;13;558;0.853927;0.003404;0.996031;0.853927;0.919521;3.143343;-4.000000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);3282;3805;14;538;0.859162;0.003666;0.995752;0.859162;0.922428;3.150020;-3.800000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);3312;3804;15;508;0.867016;0.003928;0.995491;0.867016;0.926822;3.145962;-3.600000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);3330;3802;17;490;0.871728;0.004451;0.994921;0.871728;0.929259;3.155649;-3.400000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);3350;3800;19;470;0.876963;0.004975;0.994360;0.876963;0.931979;3.147271;-3.200000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);3373;3796;23;447;0.882984;0.006023;0.993227;0.882984;0.934867;3.144129;-3.000000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);3395;3796;23;425;0.888743;0.006023;0.993271;0.888743;0.938104;3.148449;-2.800000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);3422;3796;23;398;0.895812;0.006023;0.993324;0.895812;0.942051;3.148972;-2.600000;
Corner(Depth)+HoG(Depth)+HoG(RGB)+LBP(RGB);3440;3793;26;380;0.900524;0.006808;0.992499;0.900524;0.944277;3.146354;-2.400000;
