Name;TP;TN;FP;FN;TPR;FPR;Precision;Recall;F1;EvaluationTimePerWindowMS;ValueShift
HoG(Depth)+HoG(RGB)_round3;0;27038;0;4408;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.177574;-30.000000
HoG(Depth)+HoG(RGB)_round3;0;27038;0;4408;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.177574;-29.880000
HoG(Depth)+HoG(RGB)_round3;0;27038;0;4408;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.177574;-29.760000
HoG(Depth)+HoG(RGB)_round3;0;27038;0;4408;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.177574;-29.640000
HoG(Depth)+HoG(RGB)_round3;0;27038;0;4408;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.177574;-29.520000
HoG(Depth)+HoG(RGB)_round3;0;27038;0;4408;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.177574;-29.400000
HoG(Depth)+HoG(RGB)_round3;0;27038;0;4408;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.177574;-29.280000
HoG(Depth)+HoG(RGB)_round3;0;27038;0;4408;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.177574;-29.160000
HoG(Depth)+HoG(RGB)_round3;0;27038;0;4408;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.177574;-29.040000
HoG(Depth)+HoG(RGB)_round3;0;27038;0;4408;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.177574;-28.920000
HoG(Depth)+HoG(RGB)_round3;0;27038;0;4408;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.177574;-28.800000
HoG(Depth)+HoG(RGB)_round3;0;27038;0;4408;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.177574;-28.680000
HoG(Depth)+HoG(RGB)_round3;0;27038;0;4408;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.177574;-28.560000
HoG(Depth)+HoG(RGB)_round3;0;27038;0;4408;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.177574;-28.440000
HoG(Depth)+HoG(RGB)_round3;0;27038;0;4408;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.177574;-28.320000
HoG(Depth)+HoG(RGB)_round3;0;27038;0;4408;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.177574;-28.200000
HoG(Depth)+HoG(RGB)_round3;0;27038;0;4408;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.177574;-28.080000
HoG(Depth)+HoG(RGB)_round3;0;27038;0;4408;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.177574;-27.960000
HoG(Depth)+HoG(RGB)_round3;0;27038;0;4408;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.177574;-27.840000
HoG(Depth)+HoG(RGB)_round3;0;27038;0;4408;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.177574;-27.720000
HoG(Depth)+HoG(RGB)_round3;0;27038;0;4408;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.177574;-27.600000
HoG(Depth)+HoG(RGB)_round3;0;27038;0;4408;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.177574;-27.480000
HoG(Depth)+HoG(RGB)_round3;0;27038;0;4408;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.177574;-27.360000
HoG(Depth)+HoG(RGB)_round3;0;27038;0;4408;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.177574;-27.240000
HoG(Depth)+HoG(RGB)_round3;0;27038;0;4408;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.177574;-27.120000
HoG(Depth)+HoG(RGB)_round3;0;27038;0;4408;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.177574;-27.000000
HoG(Depth)+HoG(RGB)_round3;0;27038;0;4408;0.000000;0.000000;-nan(ind);0.000000;-nan(ind);1.177574;-26.880000
