Name;TP;TN;FP;FN;TPR;FPR;Precision;Recall;F1;EvaluationTimePerWindowMS;ValueShift;
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;696;492477;30112;289;0.706599;0.057621;0.022592;0.706599;0.043783;2.387175;1.400000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;714;490675;31914;271;0.724873;0.061069;0.021883;0.724873;0.042484;2.387132;1.600000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;725;488817;33772;260;0.736041;0.064624;0.021016;0.736041;0.040866;2.387139;1.800000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;737;486862;35727;248;0.748223;0.068365;0.020212;0.748223;0.039360;2.387227;2.000000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;750;484815;37774;235;0.761421;0.072282;0.019468;0.761421;0.037966;2.387130;2.200000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;758;482768;39821;227;0.769543;0.076199;0.018680;0.769543;0.036474;2.387153;2.400000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;770;480607;41982;215;0.781726;0.080335;0.018011;0.781726;0.035210;2.387174;2.600000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;778;478331;44258;207;0.789848;0.084690;0.017275;0.789848;0.033811;2.387082;2.800000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;790;475926;46663;195;0.802030;0.089292;0.016648;0.802030;0.032619;2.387302;3.000000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;808;473486;49103;177;0.820305;0.093961;0.016189;0.820305;0.031751;2.387132;3.200000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;820;470908;51681;165;0.832487;0.098894;0.015619;0.832487;0.030662;2.387101;3.400000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;833;468223;54366;152;0.845685;0.104032;0.015091;0.845685;0.029653;2.387139;3.600000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;837;465489;57100;148;0.849746;0.109264;0.014447;0.849746;0.028410;2.387187;3.800000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;842;462678;59911;143;0.854822;0.114643;0.013859;0.854822;0.027277;2.387166;4.000000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;850;459713;62876;135;0.862944;0.120316;0.013338;0.862944;0.026271;2.387101;4.200000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;858;456644;65945;127;0.871066;0.126189;0.012844;0.871066;0.025314;2.387084;4.400000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;865;453452;69137;120;0.878173;0.132297;0.012357;0.878173;0.024371;2.387166;4.600000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;870;450243;72346;115;0.883249;0.138438;0.011883;0.883249;0.023450;2.387149;4.800000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;880;446856;75733;105;0.893401;0.144919;0.011486;0.893401;0.022681;2.387162;5.000000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;886;443341;79248;99;0.899492;0.151645;0.011056;0.899492;0.021844;2.387160;5.200000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;896;439784;82805;89;0.909645;0.158451;0.010705;0.909645;0.021161;2.387135;5.400000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;900;435976;86613;85;0.913706;0.165738;0.010284;0.913706;0.020339;2.387189;5.600000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;903;432139;90450;82;0.916751;0.173081;0.009885;0.916751;0.019559;2.387063;5.800000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;908;428122;94467;77;0.921827;0.180767;0.009520;0.921827;0.018846;2.387143;6.000000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;912;424241;98348;73;0.925888;0.188194;0.009188;0.925888;0.018195;2.387202;6.200000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;915;419981;102608;70;0.928934;0.196346;0.008839;0.928934;0.017511;2.387156;6.400000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;917;415805;106784;68;0.930964;0.204336;0.008514;0.930964;0.016874;2.387175;6.600000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;919;411565;111024;66;0.932995;0.212450;0.008210;0.932995;0.016276;2.387225;6.800000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;924;407182;115407;61;0.938071;0.220837;0.007943;0.938071;0.015752;2.387091;7.000000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;927;402684;119905;58;0.941117;0.229444;0.007672;0.941117;0.015220;2.387120;7.200000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;930;398106;124483;55;0.944162;0.238204;0.007415;0.944162;0.014715;2.387019;7.400000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;932;393336;129253;53;0.946193;0.247332;0.007159;0.946193;0.014211;2.387174;7.600000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;934;388607;133982;51;0.948223;0.256381;0.006923;0.948223;0.013745;2.387229;7.800000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;937;383554;139035;48;0.951269;0.266050;0.006694;0.951269;0.013295;2.387103;8.000000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;939;378633;143956;46;0.953299;0.275467;0.006481;0.953299;0.012874;2.387166;8.200000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;942;373446;149143;43;0.956345;0.285393;0.006276;0.956345;0.012471;2.387065;8.400000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;948;368262;154327;37;0.962437;0.295312;0.006105;0.962437;0.012134;2.387118;8.600000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;949;362923;159666;36;0.963452;0.305529;0.005909;0.963452;0.011745;2.387120;8.800000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;951;357423;165166;34;0.965482;0.316053;0.005725;0.965482;0.011382;2.387101;9.000000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;953;351897;170692;32;0.967513;0.326628;0.005552;0.967513;0.011041;2.387132;9.200000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;955;346357;176232;30;0.969543;0.337229;0.005390;0.969543;0.010720;2.387244;9.400000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;956;340709;181880;29;0.970558;0.348036;0.005229;0.970558;0.010401;2.387200;9.600000
HOG(RGB)+HOG(Depth)+LBP(RGB)_sliding;960;335077;187512;25;0.974619;0.358814;0.005094;0.974619;0.010134;2.387235;9.800000
